words,sentence #,tag
KARACHI,500,Incoterms
SEAPORT/PORT,500,Incoterms
QASIM,500,Incoterms
KARACHI,500,Incoterms
PAKISTAN,500,Incoterms
1-,500,O
QTY,500,O
396.0,500,Quantity
M.TONS,500,Quantity
LDPE,500,GoodsDescription
HP0823J/LDPE,500,O
HP0823JN,500,O
AT,500,O
USD,500,UnitPriceAmount
915.0,500,UnitPriceAmount
PER,500,UnitPriceAmount
M.TON.,500,O
2-,500,O
QTY,500,O
297.0,500,Quantity
M.TONS,500,Quantity
LDPE,500,GoodsDescription
HP2023J,500,O
AND,500,O
/OR,500,O
LDPE,500,GoodsDescription
HP2023JN,500,O
AND/OR,500,O
LDPE,500,GoodsDescription
HP2023JX,500,O
AT,500,O
USD,500,UnitPriceAmount
880,500,UnitPriceAmount
PER,500,UnitPriceAmount
M.TON.,500,O
AS,500,Incoterms
PER,500,UnitPriceAmount
BENEFICIARY'S,500,O
PROFORMA,500,O
INVOICE,500,O
NO.,500,O
AS/198/10/DEC-19,500,O
DATED,500,O
12-13-2019,500,O
AND,500,O
AS,500,Incoterms
PER,500,UnitPriceAmount
APPLICANT,500,O
PURCHASE,500,O
ORDER,500,O
NO.,500,O
4400025616,500,O
DATED,500,O
13-12-2019.,500,O
CFR,501,Incoterms
PORT,501,Incoterms
QASIM,501,Incoterms
PAKISTAN,501,Incoterms
1.,501,O
QTY,501,O
490.00,501,Quantity
ADMT,501,UnitPriceAmount
NBSK,501,GoodsDescription
SODRA,501,GoodsDescription
BLUE,501,GoodsDescription
FSC,501,GoodsDescription
MIX,501,GoodsDescription
CREDIT,501,O
AT,501,O
USD,501,UnitPriceAmount
590.00,501,UnitPriceAmount
PER,501,UnitPriceAmount
ADMT,501,UnitPriceAmount
2.,501,O
QTY,501,O
210.00,501,Quantity
ADMT,501,UnitPriceAmount
NBSK,501,GoodsDescription
SODRA,501,GoodsDescription
BLUE,501,GoodsDescription
FSC,501,GoodsDescription
CW,501,GoodsDescription
AT,501,O
USD,501,UnitPriceAmount
590.00,501,UnitPriceAmount
PER,501,UnitPriceAmount
ADMT,501,UnitPriceAmount
COMPLETE,501,O
DETAIL,501,O
AS,501,Incoterms
PER,501,UnitPriceAmount
BENEFICIARY'S,501,O
PROFORMA,501,O
INVOICE,501,O
NO.,501,O
CA025298,501,O
DATED,501,O
11-12-2019,501,O
AND,501,O
APPLICANT'S,501,O
PURCHASE,501,O
ORDER,501,O
NO.,501,O
4400005097,501,O
DATED,501,O
12-12-2019.,501,O
CFR,502,Incoterms
KARACHI,502,Incoterms
PORTPAKISTAN,502,O
QTY,502,O
93.50,502,Quantity
TONS,502,Quantity
HIGH,502,GoodsDescription
DENSITY,502,GoodsDescription
POLYETHYLENE,502,GoodsDescription
ALATHON,502,O
L5005,502,O
AT,502,O
USD,502,UnitPriceAmount
800,502,UnitPriceAmount
PER,502,UnitPriceAmount
TON,502,Quantity
COMPLETE,502,O
DETAIL,502,O
AS,502,O
PER,502,UnitPriceAmount
BENEFICIARY'S,502,O
PROFORMA,502,O
INVOICE,502,O
NO.,502,O
1119011355,502,O
DATED,502,O
29-11-2019,502,O
AND,502,O
APPLICANT'S,502,O
PURCHASE,502,O
ORDER,502,O
NO.,502,O
4400025576,502,O
DATED,502,O
02-12-2019,502,O
CFR,503,Incoterms
KARACHI,503,Incoterms
PORT/PORT,503,Incoterms
QASIM,503,Incoterms
PAKISTAN,503,Incoterms
100,503,O
PCT,503,O
SPUN,503,GoodsDescription
POLYESTER,503,GoodsDescription
YARN,503,GoodsDescription
FOR,503,GoodsDescription
SEWING,503,GoodsDescription
THREAD,503,GoodsDescription
QTY,503,O
23289,503,O
KGS,503,Quantity
OF,503,O
100,503,O
PCT,503,O
SPUN,503,GoodsDescription
POLYESTER,503,GoodsDescription
YARN,503,GoodsDescription
FOR,503,GoodsDescription
SEWING,503,GoodsDescription
THREAD,503,GoodsDescription
AND,503,GoodsDescription
POLY-POLY,503,GoodsDescription
CORE,503,GoodsDescription
YARN,503,GoodsDescription
AS,503,Incoterms
PER,503,O
BENEFICIARY'S,503,O
PROFORMA,503,O
INVOICE,503,O
NO.,503,O
10000682,503,O
DATED,503,O
12-12-2019.,503,O
CFR,504,Incoterms
KEAMARI,504,Incoterms
KARACHI,504,Incoterms
SEAPORT/PORT,504,Incoterms
QASIM,504,Incoterms
KARACHI,504,Incoterms
PAKISTAN,504,Incoterms
QTY,504,O
50000.00,504,Quantity
KGS,504,Quantity
VISCOSE,504,GoodsDescription
STAPLE,504,GoodsDescription
FIBRE,504,GoodsDescription
1.2,504,O
X,504,O
44,504,O
-BL,504,O
BRIGHT,504,O
AT,504,O
USD,504,UnitPriceAmount
1.370,504,UnitPriceAmount
PER,504,UnitPriceAmount
KG.,504,O
AS,504,Incoterms
PER,504,UnitPriceAmount
BENEFICIARY'S,504,O
PROFORMA,504,O
INVOICE,504,O
NO.,504,O
4201110493,504,O
DATED,504,O
25-09-2019,504,O
CFR,505,Incoterms
LO,505,Incoterms
KARACHI,505,Incoterms
SEAPORT,505,Incoterms
PAKISTAN,505,Incoterms
TOTAL,505,O
QTY,505,O
500.425,505,Quantity
MTS,505,Quantity
OF,505,O
PRIME,505,GoodsDescription
HOT,505,GoodsDescription
ROLLED,505,GoodsDescription
ALLOY,505,GoodsDescription
STEEL,505,GoodsDescription
SHEETS,505,GoodsDescription
IN,505,GoodsDescription
COILS,505,GoodsDescription
AT,505,O
USD,505,UnitPriceAmount
496,505,UnitPriceAmount
PER,505,UnitPriceAmount
MT.,505,O
AS,505,O
PER,505,UnitPriceAmount
BENEFICIARY'S,505,O
SALES,505,O
CONTRACT,505,O
NO.,505,O
JTGJRZ-RZ19121334-X-2,505,O
DATED,505,O
13-12-2019.,505,O
CFR,506,Incoterms
KARACHI,506,Incoterms
SEAPORT,506,Incoterms
QTY,506,O
148.50,506,Quantity
MT,506,Quantity
BORSTAR,506,GoodsDescription
FB1460,506,GoodsDescription
(HD,506,O
POLYETHYLENE),506,O
PACKED,506,O
IN,506,O
AS,506,O
PER,506,O
INDENT,506,O
NO.,506,O
20192302,506,O
DATED,506,O
10.12.19,506,O
OF,506,O
M/S.,506,O
ARFEEN,506,O
INTERNATIONAL,506,O
(PVT),506,O
LTD.,506,O
KARACHI,506,Incoterms
PAKISTAN.,506,O
CFR,507,Incoterms
KARACHI,507,Incoterms
PORT,507,Incoterms
PAKISTAN,507,Incoterms
QTY,507,O
1,507,Quantity
SET,507,Quantity
FSL-TX1300,507,O
REWIND,507,GoodsDescription
OD,507,O
800MM,507,O
SLITTER/REWINDERS,507,GoodsDescription
COMPLETE,507,GoodsDescription
WITH,507,GoodsDescription
STANDARD,507,GoodsDescription
ACCESSORIES,507,GoodsDescription
AS,507,O
PER,507,O
BENEFICIARY'S,507,O
PROFORMA,507,O
INVOICE,507,O
NO.,507,O
C191103,507,O
DATED,507,O
18.12.2019,507,O
CFR,508,Incoterms
KARACHI,508,Incoterms
SEAPORT,508,Incoterms
PAKISTAN,508,Incoterms
(1),508,O
FOOD,508,GoodsDescription
PREPARATIONS,508,GoodsDescription
OF,508,GoodsDescription
FLOUR,508,GoodsDescription
(2),508,O
SPICES,508,GoodsDescription
AS,508,O
PER,508,O
BENEFICIARY'S,508,O
PROFORMA,508,O
INVOICE,508,O
NO.,508,O
21/2019,508,O
DATED,508,O
31.12.2019,508,O
CFR,509,Incoterms
KARACHI,509,Incoterms
SEAPORT,509,Incoterms
/,509,Incoterms
PORT,509,Incoterms
QASIM,509,Incoterms
PAKISTAN,509,Incoterms
QTY,509,O
198.00,509,Quantity
MTS,509,Quantity
BE961MO,509,O
(PROPYLENE,509,O
COPOLYMERS),509,O
AT,509,O
USD,509,UnitPriceAmount
970.00,509,UnitPriceAmount
PER,509,UnitPriceAmount
MT,509,Quantity
AS,509,Incoterms
PER,509,UnitPriceAmount
INDENT,509,O
NO.,509,O
20192298,509,O
AND,509,O
CONTRACT,509,O
NO.,509,O
5100531729,509,O
DATED,509,O
10-12-2019OF,509,O
M/S.,509,O
ARFEEN,509,O
INTERNATIONAL,509,O
(PVT.),509,O
LIMITED,509,O
KARACHI,509,Incoterms
PAKISTAN.,509,O
CPT,510,Incoterms
ISLAMABAD,510,Incoterms
AIRPORT,510,Incoterms
PAKISTAN,510,Incoterms
QTY,510,O
2100,510,Quantity
KGS,510,Quantity
TAZOBACTAM,510,GoodsDescription
SODIUM,510,GoodsDescription
+,510,GoodsDescription
PIPERACILLIN,510,GoodsDescription
SODIUM,510,GoodsDescription
STERILE,510,GoodsDescription
(1,510,O
8),510,O
(THERAPEUTIC,510,O
ITEM),510,O
AT,510,O
USD,510,UnitPriceAmount
112.00,510,UnitPriceAmount
PER,510,GoodsDescription
KG,510,Quantity
AS,510,O
PER,510,GoodsDescription
INDENT,510,O
NO.,510,O
10578/2019,510,O
DATED,510,O
03.12.19,510,O
OF,510,O
M/S,510,O
IRIS,510,O
INTERNATIONAL,510,O
KARACHI,510,O
PAKISTAN,510,Incoterms
FOB,511,Incoterms
ANY,511,Incoterms
THAILAND,511,Incoterms
SEAPORT,511,Incoterms
100,511,O
PCT,511,O
POLYESTER,511,GoodsDescription
TEXTURED,511,GoodsDescription
RECYCLED,511,GoodsDescription
YARN,511,GoodsDescription
1-,511,O
QTY,511,O
6006.00,511,Quantity
KGS,511,Quantity
DTY,511,O
150/48F,511,O
NON,511,GoodsDescription
INTERMINGLED,511,GoodsDescription
SD,511,GoodsDescription
R/W,511,GoodsDescription
AA,511,GoodsDescription
GRADE,511,GoodsDescription
DYEABLE,511,GoodsDescription
GUARANTEED,511,GoodsDescription
AT,511,O
USD,511,UnitPriceAmount
1.90,511,UnitPriceAmount
PER,511,UnitPriceAmount
KG,511,UnitPriceAmount
2-,511,O
QTY,511,O
1500.00,511,Quantity
KGS,511,Quantity
DTY,511,O
150/48F,511,O
NON,511,GoodsDescription
INTERMINGLED,511,GoodsDescription
SD,511,GoodsDescription
R/W,511,GoodsDescription
A,511,GoodsDescription
GRADE,511,GoodsDescription
DYEABLE,511,GoodsDescription
GUARANTEED,511,GoodsDescription
AT,511,O
USD,511,UnitPriceAmount
1.90,511,UnitPriceAmount
PER,511,UnitPriceAmount
KG,511,UnitPriceAmount
3-,511,O
QTY,511,O
2013.00,511,Quantity
KGS,511,Quantity
DTY,511,O
75/36F,511,O
SLIGHT,511,GoodsDescription
INTERMINGLED,511,GoodsDescription
SD,511,GoodsDescription
R/W,511,GoodsDescription
AA,511,GoodsDescription
GRADE,511,GoodsDescription
DYEABLE,511,GoodsDescription
GUARANTEED,511,GoodsDescription
AT,511,O
USD,511,UnitPriceAmount
2.10,511,UnitPriceAmount
PER,511,UnitPriceAmount
KG,511,UnitPriceAmount
4-,511,O
QTY,511,O
500.00,511,Quantity
KGS,511,Quantity
DTY,511,O
75/36F,511,O
SLIGHT,511,GoodsDescription
INTERMINGLED,511,GoodsDescription
SD,511,GoodsDescription
R/W,511,GoodsDescription
A,511,GoodsDescription
GRADE,511,GoodsDescription
DYEABLE,511,GoodsDescription
GUARANTEED,511,GoodsDescription
AT,511,O
USD,511,UnitPriceAmount
2.10,511,UnitPriceAmount
PER,511,UnitPriceAmount
KG,511,UnitPriceAmount
AS,511,O
PER,511,UnitPriceAmount
BENEF'S,511,O
PROFORMA,511,O
INVOICE,511,O
NO.,511,O
P85-191201IL,511,O
DATED,511,O
12-12-2019.,511,O
FOB,512,Incoterms
ADANA,512,Incoterms
AIRPORT,512,Incoterms
TURKEY,512,Incoterms
QTY,512,O
1,512,Quantity
COMPLETE,512,Quantity
SET,512,Quantity
OF,512,O
DRIP,512,GoodsDescription
IRRIGATION,512,GoodsDescription
SYSTEMS,512,GoodsDescription
FOR,512,GoodsDescription
AGRICULTURE,512,GoodsDescription
PURPOSE,512,GoodsDescription
AS,512,O
PER,512,O
BENEFICIARY'S,512,O
ORDER,512,O
CONFIRMATION,512,O
NO.,512,O
JIEXP-08-641,512,O
DATED,512,O
12.12.2019,512,O
CFR,513,Incoterms
KARACHI,513,Incoterms
SEAPORT/,513,Incoterms
PORT,513,Incoterms
QASIM,513,Incoterms
PAKISTAN,513,Incoterms
ALUMINIUM,513,GoodsDescription
FOIL,513,GoodsDescription
TECHNICAL,513,O
REQUIREMENT,513,O
CHINESE,513,O
STANDARD,513,O
GB/T3198-2010,513,O
TOTAL,513,O
QTY,513,O
80.00,513,Quantity
M.TONS,513,Quantity
IN,513,GoodsDescription
DIFFERENT,513,O
SPECIFICATION,513,O
AT,513,O
CNY,513,UnitPriceAmount
19300,513,UnitPriceAmount
PER,513,UnitPriceAmount
M.TON,513,Quantity
COMPLETE,513,O
DETAILS,513,O
AS,513,Incoterms
PER,513,UnitPriceAmount
BENEFICIARY,513,O
PROFORMA,513,O
INVOICE,513,O
NO.,513,O
HM191213,513,O
DATED,513,O
13-12-2019,513,O
AND,513,O
APPLICANT'S,513,O
PURCHASE,513,O
ORDER,513,O
NO.,513,O
4400025613,513,O
DATED,513,O
13-12-2019,513,O
CFR,514,Incoterms
KARACHI,514,Incoterms
SEAPORT,514,Incoterms
PAKISTAN,514,Incoterms
QTY,514,O
240.00,514,Quantity
PCS,514,Quantity
OF,514,O
12VHRL700,514,GoodsDescription
AT,514,O
THE,514,O
RATE,514,O
OF,514,O
USD,514,UnitPriceAmount
224.00,514,UnitPriceAmount
PER,514,UnitPriceAmount
PC,514,Quantity
COMPLETE,514,O
DETAIL,514,O
AS,514,O
PER,514,UnitPriceAmount
BENEFICIARY'S,514,O
PROFORMA,514,O
INVOICE,514,O
NO.,514,O
20191126-NA-PACKAGES,514,O
DATED,514,O
26-NOV-2019,514,O
AND,514,O
APPLICANT,514,O
PURCHASE,514,O
ORDER,514,O
NO.,514,O
4400025553,514,O
DATED,514,O
26-11-2019,514,O
CFR,515,Incoterms
KARACHI,515,Incoterms
SEAPORT,515,Incoterms
PAKISTAN,515,Incoterms
SBR,515,GoodsDescription
LATEX,515,GoodsDescription
AT,515,GoodsDescription
1-QTY,515,O
70.50,515,Quantity
M.TONS,515,Quantity
00097007543,515,O
LIGOS,515,O
(TM),515,O
WB,515,O
2018,515,O
BINDER,515,O
BULK,515,O
AT,515,GoodsDescription
USD,515,UnitPriceAmount
750,515,UnitPriceAmount
PER,515,UnitPriceAmount
M.TON,515,UnitPriceAmount
2-QTY,515,O
70.50,515,Quantity
M.TONS,515,Quantity
00000257613,515,O
DL,515,O
593E,515,O
BULK,515,O
AT,515,GoodsDescription
USD,515,UnitPriceAmount
750,515,UnitPriceAmount
PER,515,UnitPriceAmount
M.TON,515,UnitPriceAmount
COMPLETE,515,O
DETAILS,515,O
AS,515,O
PER,515,UnitPriceAmount
BENEFICIARY'S,515,O
PROFORMA,515,O
INVOICE,515,O
NO.,515,O
993143007,515,O
DATED,515,O
12-DEC-2019,515,O
CFR,516,Incoterms
KARACHI,516,Incoterms
PORT,516,Incoterms
QTY,516,O
1000000,516,O
KGS,516,Quantity
100,516,Quantity
PERCENT,516,O
POLYESTER,516,GoodsDescription
STAPLE,516,GoodsDescription
FIBER,516,GoodsDescription
1.2D,516,O
X,516,O
38MM,516,O
SDRW,516,O
GRADE,516,O
A,516,GoodsDescription
AT,516,O
THE,516,O
RATE,516,O
OF,516,O
USD,516,UnitPriceAmount
0.86,516,UnitPriceAmount
PER,516,UnitPriceAmount
KG,516,Quantity
AS,516,O
PER,516,UnitPriceAmount
BENEFICIARY'S,516,O
PROFORMA,516,O
INVOICE,516,O
NO.,516,O
PI/PSF/IND/899,516,O
DATED,516,O
05.12.19,516,O
CFR,517,Incoterms
KARACHI,517,Incoterms
PORT,517,Incoterms
PAKISTAN,517,Incoterms
QTY,517,O
198,517,Quantity
MT,517,UnitPriceAmount
LABSA,517,GoodsDescription
96,517,O
PERCENT,517,O
AT,517,O
USD,517,UnitPriceAmount
1115.00,517,UnitPriceAmount
PER,517,UnitPriceAmount
MT,517,UnitPriceAmount
AS,517,O
PER,517,UnitPriceAmount
BENEFICIARY'S,517,O
PROFORMA,517,O
INVOICE,517,O
NO.,517,O
UCF/19/10-276,517,O
DATED,517,O
08.12.19,517,O
CFR,518,Incoterms
PORT,518,Incoterms
QASIM,518,Incoterms
(FOTCO),518,Incoterms
KARACHI,518,Incoterms
PAKISTAN,518,Incoterms
QTY,518,O
132000,518,O
BBLS,518,Quantity
(+/-,518,O
5,518,Tolerance
PERCENT,518,Tolerance
),518,Incoterms
OF,518,O
MOGAS,518,GoodsDescription
92,518,GoodsDescription
RON,518,GoodsDescription
AT,518,O
USD,518,UnitPriceAmount
72.26,518,UnitPriceAmount
PER,518,Tolerance
BBL,518,Quantity
AS,518,Incoterms
PER,518,Tolerance
BENEFICIARY,518,O
PROFORMA,518,O
INVOICE,518,O
NO.,518,O
001,518,O
DATED,518,O
13.12.2019.,518,O
CFR,519,Incoterms
KAEMARI,519,Incoterms
KARACHI,519,Incoterms
SEAPORT,519,Incoterms
TOTAL,519,O
QTY,519,O
295.00,519,Quantity
MT,519,UnitPriceAmount
HOT,519,GoodsDescription
ROLLED,519,GoodsDescription
STEEL,519,GoodsDescription
IN,519,GoodsDescription
COILS,519,GoodsDescription
P,519,Incoterms
AND,519,O
O,519,Incoterms
AT,519,O
USD,519,UnitPriceAmount
840,519,UnitPriceAmount
PER,519,UnitPriceAmount
MT,519,UnitPriceAmount
AS,519,O
PER,519,UnitPriceAmount
BENEFICIARY'S,519,O
PROFORMA,519,O
INVOICE,519,O
NO.,519,O
20191217-11,519,O
DATED,519,O
17.12.19,519,O
CFR,520,Incoterms
KEAMARI,520,Incoterms
KARACHI,520,Incoterms
PAKISTAN,520,Incoterms
COMPONENTS,520,GoodsDescription
RAW,520,GoodsDescription
MATERIAL,520,GoodsDescription
FOR,520,GoodsDescription
MANUFACTURING,520,GoodsDescription
OF,520,GoodsDescription
ACG,520,GoodsDescription
FLY,520,GoodsDescription
WHEEL,520,GoodsDescription
AS,520,O
PER,520,O
APPLICANT'S,520,O
ORDER,520,O
NO.,520,O
AHTL/PART/010/HTJ/2019-20,520,O
DATED,520,O
14.12.2019,520,O
AND,520,O
BENEFICIARY'S,520,O
SALES,520,O
CONTRACT,520,O
NO.,520,O
14936K0033,520,O
DATED,520,O
21.11.2019,520,O
CFR,521,Incoterms
KARACHI,521,Incoterms
SEAPORT,521,Incoterms
PAKISTAN,521,Incoterms
QTY,521,O
26000,521,Quantity
KGS,521,Quantity
BIRLACRIL,521,GoodsDescription
AT,521,O
USD,521,UnitPriceAmount
1.84,521,UnitPriceAmount
PER,521,UnitPriceAmount
KG.,521,O
AS,521,O
PER,521,UnitPriceAmount
BENEFICIARY'S,521,O
EXPORT,521,O
SALES,521,O
CONTRACT,521,O
NO.,521,O
4093709550,521,O
DATED,521,O
06-12-2019,521,O
CFR,522,Incoterms
APPLICANT'S,522,Incoterms
PREMISES,522,Incoterms
AT,522,Incoterms
KARACHI,522,Incoterms
1.,522,O
QTY,522,O
380.00,522,Quantity
BAGS,522,Quantity
(38000,522,O
LBS),522,O
30/S,522,O
PDCP-3798,522,O
(BCI+R.POLY),522,O
AT,522,Incoterms
USD,522,UnitPriceAmount
1810.00,522,UnitPriceAmount
PER,522,UnitPriceAmount
10,522,UnitPriceAmount
LBS,522,UnitPriceAmount
+,522,GoodsDescription
17,522,UnitPriceAmount
PERCENT,522,O
GST,522,O
2.,522,O
QTY,522,O
3000.00,522,Quantity
BAGS,522,Quantity
(300000,522,O
LBS),522,O
204/S,522,O
CVC,522,O
I.B,522,O
(PANICALE)(BCI,522,O
R.POLY),522,O
AT,522,Incoterms
USD,522,UnitPriceAmount
1770.00,522,UnitPriceAmount
PER,522,UnitPriceAmount
10,522,UnitPriceAmount
LBS,522,UnitPriceAmount
+,522,GoodsDescription
17,522,UnitPriceAmount
PERCENT,522,O
GST,522,O
AS,522,O
PER,522,UnitPriceAmount
BENEFICIARY'S,522,O
PROFORMA,522,O
INVOICE,522,O
NO.,522,O
PTML-828/2019,522,O
AND,522,O
PTML-829/2019,522,O
DATED,522,O
09.11.19,522,O
CFR,523,Incoterms
KARACHI,523,Incoterms
SEAPORT/,523,Incoterms
PORT,523,Incoterms
QASIM,523,Incoterms
QTY,523,O
8.55,523,Quantity
MT,523,Quantity
DIETHYLENETRIAMINE100,523,O
PERCENT,523,O
AT,523,O
USD,523,UnitPriceAmount
2950,523,UnitPriceAmount
PER,523,UnitPriceAmount
MT,523,Quantity
AS,523,Incoterms
PER,523,UnitPriceAmount
APPLICANT,523,O
PURCHASE,523,O
ORDER,523,O
NO.,523,O
59201/P-C,523,O
DATED,523,O
16.12.19,523,O
AND,523,O
BENEFICIARY'S,523,O
PROFORMA,523,O
INVOICE,523,O
NO.,523,O
KYE2006006,523,O
DATED,523,O
13.12.19,523,O
CFR,524,Incoterms
KARACHI,524,Incoterms
SEAPORT,524,Incoterms
PICKLED,524,GoodsDescription
SHEEP,524,GoodsDescription
SKINSPICKLED,524,O
LAMB,524,GoodsDescription
SKINSWET,524,O
BLUE,524,GoodsDescription
SHEEP,524,GoodsDescription
SKINS,524,GoodsDescription
+)QTY,524,O
1450,524,Quantity
DOZ,524,Quantity
OF,524,O
WET,524,GoodsDescription
BLUE,524,GoodsDescription
SHEEP,524,GoodsDescription
SKINS,524,GoodsDescription
+)QTY,524,O
3445,524,Quantity
DOZ,524,Quantity
PICKLED,524,GoodsDescription
SHEEP,524,GoodsDescription
SKINS,524,GoodsDescription
+)QTY,524,O
375,524,Quantity
DOZ,524,Quantity
OF,524,O
PICKLED,524,GoodsDescription
LAMB,524,GoodsDescription
SKINS,524,GoodsDescription
AS,524,O
PER,524,O
BENEFICIARY'S,524,O
PROFORMA,524,O
INVOICE,524,O
NO.036,524,O
DT,524,O
11.12.2019,524,O
CFR,525,Incoterms
KARACHI,525,Incoterms
SEAPORT,525,Incoterms
WET,525,GoodsDescription
BLUE,525,GoodsDescription
SHEEP,525,GoodsDescription
SKINS,525,GoodsDescription
QTY,525,O
1422.00,525,Quantity
DOZ,525,Quantity
OF,525,O
WET,525,GoodsDescription
BLUE,525,GoodsDescription
SHEEP,525,GoodsDescription
SKINS,525,GoodsDescription
AS,525,O
PER,525,O
BENEFICIARY'S,525,O
PROFORMA,525,O
INVOICE,525,O
NO.,525,O
17/2019,525,O
DATED,525,O
10.12.19,525,O
CFR,526,Incoterms
PORT,526,Incoterms
QASIM,526,Incoterms
PAKISTAN,526,Incoterms
RAW,526,GoodsDescription
MATERIAL,526,GoodsDescription
FOR,526,GoodsDescription
SANITARY,526,GoodsDescription
NAPKINS.,526,O
QTY,526,O
28,526,Quantity
ADMT,526,Quantity
IP-KRAFT,526,GoodsDescription
BLEACHED,526,GoodsDescription
WOOD,526,GoodsDescription
PULP,526,GoodsDescription
IN,526,GoodsDescription
ROLLS-,526,O
WIDTH,526,O
10,526,O
INCHES,526,O
(254MM),526,O
DIA,526,O
48,526,O
INCHES,526,O
CORE,526,O
SIZE,526,O
3,526,O
INCHES,526,O
AT,526,GoodsDescription
USD,526,UnitPriceAmount
585,526,UnitPriceAmount
PER,526,UnitPriceAmount
ADMT.,526,O
AS,526,Incoterms
PER,526,UnitPriceAmount
INDENT,526,O
NO.,526,O
1446/IP/CNGHK,526,O
DATED,526,O
26.11.2019,526,O
OF,526,O
AL-REHMAN,526,O
IMPEX,526,O
KARACHI,526,O
PAKISTAN,526,Incoterms
FOB,527,Incoterms
BY,527,Incoterms
SEA,527,Incoterms
/,527,O
FCA,527,Incoterms
BY,527,Incoterms
AIR,527,Incoterms
QTY,527,O
20000.00,527,Quantity
PCS,527,Quantity
NO.08,527,O
COIL,527,GoodsDescription
FASTENER,527,GoodsDescription
CLOSED,527,GoodsDescription
END,527,GoodsDescription
WITH,527,GoodsDescription
DAW,527,GoodsDescription
SLIDER,527,GoodsDescription
AT,527,O
USD,527,UnitPriceAmount
30.77,527,UnitPriceAmount
PER,527,UnitPriceAmount
100,527,UnitPriceAmount
PC,527,Quantity
AS,527,GoodsDescription
PER,527,UnitPriceAmount
BENEFICIARY'S,527,O
PROFORMA,527,O
INVOICE,527,O
NO.,527,O
PI00322160,527,O
DATED,527,O
29.10.19,527,O
CFR,528,Incoterms
PORT,528,Incoterms
QASIM,528,Incoterms
PAKISTAN,528,Incoterms
QTY,528,O
500,528,Quantity
M/TONS,528,Quantity
SHREDDED,528,GoodsDescription
STEEL,528,GoodsDescription
SCRAP,528,GoodsDescription
AS,528,Incoterms
PER,528,UnitPriceAmount
ISRI,528,O
211,528,O
AT,528,O
USD,528,UnitPriceAmount
310.00,528,UnitPriceAmount
PER,528,UnitPriceAmount
M/TON.,528,O
AS,528,Incoterms
PER,528,UnitPriceAmount
BENEFICIARY'S,528,O
PROFORMA,528,O
INVOICE,528,O
NO.AGF/007/19,528,O
DATED.,528,O
18/12/2019,528,O
CFR,529,Incoterms
KARACHI,529,Incoterms
PORT,529,Incoterms
PAKISTAN,529,Incoterms
QTY,529,O
44,529,Quantity
M,529,Quantity
.TONS,529,Quantity
PARA,529,GoodsDescription
AMINO,529,GoodsDescription
PHENOL,529,GoodsDescription
98,529,O
PCT,529,O
MIN,529,GoodsDescription
AT,529,O
USD,529,UnitPriceAmount
2900,529,UnitPriceAmount
PER,529,UnitPriceAmount
MT.,529,O
AS,529,O
PER,529,UnitPriceAmount
BENEFICIARY'S,529,O
PROFORMA,529,O
INVOICE,529,O
NO.,529,O
AHBY-W-19-104A,529,O
DATED,529,O
18-11-2019.,529,O
CFR,530,Incoterms
KARACHI,530,Incoterms
SEAPORT/,530,Incoterms
PORT,530,Incoterms
QASIM,530,Incoterms
QTY,530,O
294,530,Quantity
NOS.,530,O
IBC,530,GoodsDescription
CROSS,530,GoodsDescription
BOTTLE,530,GoodsDescription
(UN,530,O
APPROVED),530,O
AT,530,O
USD,530,UnitPriceAmount
83.75,530,UnitPriceAmount
EACH,530,UnitPriceAmount
AGAINST,530,O
OUR,530,O
PURCHASE,530,O
ORDER,530,O
NO.,530,O
5154/M-C,530,O
DATED,530,O
09.12.19,530,O
AND,530,O
PROFORMA,530,O
INVOICE,530,O
NO.,530,O
ECO/19/12/01,530,O
DATED,530,O
09.12.19,530,O
FOB,531,Incoterms
SHANGHAI,531,Incoterms
SEAPORT,531,Incoterms
CHINA,531,Incoterms
QTY,531,O
15200,531,Quantity
KGS,531,Quantity
SILICON,531,GoodsDescription
SOFTNER,531,GoodsDescription
RH-NB-685B-2,531,O
NEW,531,O
AT,531,O
CNY,531,UnitPriceAmount
19.65,531,UnitPriceAmount
PER,531,UnitPriceAmount
KG.,531,O
AS,531,O
PER,531,UnitPriceAmount
BENEFICIARY'S,531,O
PROFORMA,531,O
INVOICE,531,O
NO.,531,O
WYY-20191205,531,O
DATED,531,O
05-12-2019,531,O
CFR,532,Incoterms
PORT,532,Incoterms
QASIM,532,Incoterms
PAKISTAN,532,Incoterms
PRIME,532,GoodsDescription
UNBLEACHED,532,GoodsDescription
SULPHATE,532,GoodsDescription
PULP,532,GoodsDescription
IN,532,GoodsDescription
SHEETS,532,GoodsDescription
QTY,532,O
400.00,532,Quantity
ADMT,532,Quantity
OF,532,O
UKP,532,GoodsDescription
ASPA,532,GoodsDescription
E,532,GoodsDescription
FSC,532,GoodsDescription
MIX,532,GoodsDescription
CREDIT,532,GoodsDescription
AT,532,GoodsDescription
THE,532,O
RATE,532,O
USD,532,UnitPriceAmount
565.00,532,UnitPriceAmount
PER,532,UnitPriceAmount
ADMT,532,Quantity
COMPLETE,532,O
DETAIL,532,O
AS,532,GoodsDescription
PER,532,UnitPriceAmount
BENEFICIARY'S,532,O
PROFORMA,532,O
INVOICE,532,O
NO.,532,O
CA025261,532,O
DATED,532,O
06-12-2019,532,O
AND,532,O
APPLICANT'S,532,O
