words,sentence #,tag
ALLOY,454,O
STEEL,454,O
SHEETS,454,O
00,454,O
X,454,O
1220,454,O
X,454,O
C,454,O
(SIZE,454,O
IN,454,O
MM),454,O
AT,454,O
THE,454,O
RATE,454,O
USD,454,O
48000,454,O
PER,454,O
MT,454,O
QTY,454,O
5000,454,O
MT,454,O
OF,454,O
PRIME,454,O
HOT,454,O
ROLLED,454,O
ALLOY,454,O
STEEL,454,O
SHEETS,454,O
SIZE,454,O
03,454,O
X,454,O
1220,454,O
X,454,O
C(SIZE,454,O
IN,454,O
MM),454,O
AT,454,O
THE,454,O
RATE,454,O
USD,454,O
48000,454,O
PER,454,O
MT,454,O
QTY,454,O
45000,454,O
MT,454,O
OF,454,O
PRIME,454,O
HOT,454,O
ROLLED,454,O
ALLOY,454,O
STEEL,454,O
SHEETS,454,O
SIZE,454,O
05,454,O
X,454,O
1220,454,O
X,454,O
C(SIZE,454,O
IN,454,O
MM),454,O
AT,454,O
THE,454,O
RATE,454,O
USD,454,O
48000,454,O
PER,454,O
MT,454,O
QTY,454,O
15000,454,O
MT,454,O
OF,454,O
PRIME,454,O
HOT,454,O
ROLLED,454,O
ALLOY,454,O
STEEL,454,O
SHEETS,454,O
SIZE,454,O
00,454,O
X,454,O
1220,454,O
X,454,O
C(SIZE,454,O
IN,454,O
MM),454,O
AT,454,O
THE,454,O
RATE,454,O
USD,454,O
48000,454,O
PER,454,O
MT,454,O
SPECIFICATION,454,O
SAE1006,454,O
WITH,454,O
CR,454,O
OR,454,O
BORON,454,O
ADDED,454,O
ALL,454,O
OTHER,454,O
DETAIL,454,O
AS,454,O
PER,454,O
BENEFICIARY'S,454,O
SALES,454,O
CONTRACT,454,O
N0,454,O
JTGJRZ-RZ1912128X-2,454,O
DATED,454,O
0DEC-2019,454,O
CFR,455,O
KARACHI,455,O
PORTPAKISTAN,455,O
QTY,455,O
54000,455,O
KG,455,O
L-METHIONINE,455,O
99,455,O
PERCENT,455,O
POULTRY,455,O
FEED,455,O
GRADE,455,O
AT,455,O
USD,455,O
196,455,O
PER,455,O
KGAS,455,O
PER,455,O
BENEFICIARY'S,455,O
INDENT,455,O
N1,455,O
34UM-2019,455,O
DATED,455,O
011119,455,O
OF,455,O
M/S,455,O
11,455,O
ENTERPRISES,455,O
(PVT),455,O
LTDKARACHIPAKISTAN,455,O
CFR,456,O
KARACHI,456,O
SEAPORT,456,O
TOYOTA,456,O
TEXTILE,456,O
MACHINERY,456,O
FOR,456,O
NEW,456,O
SPINNING,456,O
PLANT,456,O
3,456,O
SETS,456,O
OF,456,O
COMPLETE,456,O
TOYOTA,456,O
RING,456,O
SPINNING,456,O
FRAME,456,O
WITH,456,O
EST3COMPACT,456,O
MODEL,456,O
RX-300W-75MM-6,456,O
INCH,456,O
NOVIBRA,456,O
NASA,456,O
HPS-68,456,O
SPINDLES-1200ESSENTIAL,456,O
COMPONENT,456,O
AND,456,O
8670,456,O
SETS,456,O
OF,456,O
NON-REVERSIBLE,456,O
SPINNING,456,O
RINGS,456,O
AND,456,O
16000,456,O
SETS,456,O
OF,456,O
BOBBINS,456,O
FOR,456,O
RING,456,O
SPINNING,456,O
FRAME,456,O
WITH,456,O
ALL,456,O
STANDARD,456,O
ACCESSORIES,456,O
AND,456,O
ESSENTIAL,456,O
PARTSFOURTH,456,O
PARTIAL,456,O
SHIPMENT,456,O
FROM,456,O
JAPAN,456,O
3,456,O
SETS,456,O
COMPLETE,456,O
TOYOTA,456,O
RING,456,O
SPINNING,456,O
FRAME,456,O
WITH,456,O
EST3,456,O
COMPACT,456,O
MODEL,456,O
RX-300E-75MM-6,456,O
INCH,456,O
NOVIBRA,456,O
NASA,456,O
HPS-68SPINDLES-1200,456,O
WITH,456,O
ALL,456,O
STANDARD,456,O
ACCESSORIES,456,O
AND,456,O
ESSENTIAL,456,O
PARTS,456,O
CONSISTING,456,O
OF,456,O
ESSENTIAL,456,O
COMPONENTS,456,O
AND,456,O
ACCESSORIESAS,456,O
PER,456,O
PROFORMA,456,O
NS,456,O
VDPL-009410(R-,456,O
DATED,456,O
2NOV-2019,456,O
SSCODE,456,O
NS,456,O
844S2000,456,O
CFR,457,O
KARACHI,457,O
SEAPORT/,457,O
PORT,457,O
QASIMPAKISTAN,457,O
QTY,457,O
500,457,O
M/TONS,457,O
RBD,457,O
PALM,457,O
OLEIN,457,O
IN,457,O
BULK,457,O
AT,457,O
THE,457,O
RATE,457,O
OF,457,O
USD,457,O
690,457,O
PER,457,O
M/TONAS,457,O
PER,457,O
SALES,457,O
CONTRACT,457,O
NO,457,O
ASK/4549S,457,O
DATED,457,O
0O1O19,457,O
CPT,458,O
ISLAMABAD,458,O
AIRPORT-,458,O
PAKISTAN,458,O
PHARMACEUTICAL,458,O
ALLOPATHIC,458,O
RAW,458,O
MATERIAL,458,O
QTY,458,O
200,458,O
KGS,458,O
FLUOCINOLONE,458,O
ACETONIDE,458,O
EP7,458,O
AT,458,O
THE,458,O
RATE,458,O
OF,458,O
USD,458,O
620,458,O
PER,458,O
KGAS,458,O
PER,458,O
BENEFICIARY'S,458,O
PROFORMA,458,O
INVOICE,458,O
N2,458,O
SPVC191127,458,O
PI,458,O
DATED,458,O
12122019,458,O
CFR,459,O
PORT,459,O
QASIMPAKISTAN,459,O
QTY,459,O
500,459,O
M/TONS,459,O
RBD,459,O
PALM,459,O
OLEIN,459,O
IN,459,O
BULK,459,O
AT,459,O
THE,459,O
RATE,459,O
OF,459,O
USD,459,O
70000,459,O
PER,459,O
M/TONAS,459,O
PER,459,O
CONTRACT,459,O
N0,459,O
S/SDL/1912/RPOL1845,459,O
DATED,459,O
001019,459,O
CFR,460,O
KARACHI,460,O
SEAPORT,460,O
QTY,460,O
2462,460,O
M2,460,O
TR60+,460,O
X,460,O
09MM,460,O
X,460,O
S350,460,O
DECKING,460,O
PROFILEAT,460,O
THE,460,O
RATE,460,O
OF,460,O
GBP,460,O
1098,460,O
PER,460,O
M2,460,O
AS,460,O
PER,460,O
BENEFICIARY'S,460,O
PROFORMA,460,O
INVOICE,460,O
N0,460,O
8527E/001_REVC,460,O
DATED,460,O
10102019,460,O
CFR,461,O
PORT,461,O
QASIMPAKISTAN,461,O
QTY,461,O
500,461,O
M/TONS,461,O
RBD,461,O
PALM,461,O
OLEIN,461,O
IN,461,O
BULK,461,O
AT,461,O
THE,461,O
RATE,461,O
OF,461,O
USD,461,O
70000,461,O
PER,461,O
M/TONAS,461,O
PER,461,O
CONTRACT,461,O
N0,461,O
S/SDL/1912/RPOL1846,461,O
DATED,461,O
001019,461,O
CPT,462,O
LAHORE,462,O
AIRPORT,462,O
CELLULAR,462,O
MOBILE,462,O
PHONE,462,O
INCLUDING,462,O
ITS,462,O
BATTERY,462,O
AND,462,O
ONE,462,O
BATTERY,462,O
CHARGER,462,O
QTY,462,O
3000,462,O
PCS,462,O
INFINIX,462,O
HOT,462,O
8,462,O
X650C,462,O
MOBILE,462,O
PHONE,462,O
4+64AT,462,O
THE,462,O
RATE,462,O
OF,462,O
USD,462,O
8830,462,O
PER,462,O
PC,462,O
QTY,462,O
4000,462,O
PCS,462,O
INFINIX,462,O
S5,462,O
LITE,462,O
X652B,462,O
MOBILE,462,O
PHONEAT,462,O
THE,462,O
RATE,462,O
OF,462,O
USD,462,O
9870,462,O
PER,462,O
PC,462,O
AS,462,O
PER,462,O
BENEFICIARY'S,462,O
PROFORMA,462,O
INVOICE,462,O
N8,462,O
XPK-MAP9121601,462,O
DATED,462,O
18182019,462,O
CFR,463,O
KARACHI,463,O
PORTPAKISTAN,463,O
QTY,463,O
10000,463,O
KG,463,O
L-ISOLEUCINE,463,O
POULTRY,463,O
FEED,463,O
GRADE,463,O
AT,463,O
USD,463,O
880,463,O
PER,463,O
KGAS,463,O
PER,463,O
BENEFICIARY'S,463,O
INDENT,463,O
N833UM-2019,463,O
DATED,463,O
281819,463,O
OF,463,O
M/S,463,O
88,463,O
ENTERPRISES,463,O
(PVT),463,O
LTDKARACHIPAKISTAN,463,O
CFR,464,O
KARACHI,464,O
SEAPORTPAKISTAN,464,O
QTY,464,O
24750,464,O
MT,464,O
FT6230,464,O
(LD,464,O
POLYETHYLENE),464,O
AT,464,O
USD,464,O
94400,464,O
PER,464,O
MT,464,O
AS,464,O
PER,464,O
ORDER,464,O
/CONTRACT,464,O
N4,464,O
5100531754,464,O
AND,464,O
INDENT,464,O
N4,464,O
20192330,464,O
DATED,464,O
141419,464,O
OF,464,O
M/S,464,O
ARFEEN,464,O
INTERNATIONAL,464,O
(PV4),464,O
LIMITEDKARACHIPAKISTA4,464,O
CFR,465,O
KARACHI,465,O
SEAPORTPAKISTAN,465,O
QTY,465,O
19200,465,O
KGS,465,O
CARBON,465,O
BLACK,465,O
N,465,O
550,465,O
AT,465,O
USD,465,O
0860,465,O
PER,465,O
KG,465,O
AS,465,O
PER,465,O
BENEFICIARY'S,465,O
PROFORMA,465,O
INVOICE,465,O
N0,465,O
QTE-10576,465,O
DATED,465,O
012010,465,O
FOB,466,O
SHANGHAICHINA,466,O
TOTAL,466,O
QTY,466,O
100000,466,O
PCS,466,O
OF,466,O
NYLON,466,O
ZIPPERS,466,O
AS,466,O
PER,466,O
BENEFICIARY'S,466,O
PROFORMA,466,O
INVOICE,466,O
N0,466,O
LRS-9A20002,466,O
DATED,466,O
201019,466,O
CFR,467,O
KARACHI,467,O
SEAPORT,467,O
40,467,O
PALLETS,467,O
USED,467,O
COMPUTERS,467,O
AND,467,O
IT,467,O
EQUIPMENT,467,O
DETAILS,467,O
AS,467,O
PER,467,O
BENEFICIARY'S,467,O
PROFORMA,467,O
INVOICE,467,O
NO,467,O
MGC-786/TX191209,467,O
DATED,467,O
0O1O19,467,O
CFR,468,O
KARACHI,468,O
SEAPORTPAKISTAN,468,O
QTY,468,O
18,468,O
MT,468,O
NORMAL,468,O
PROPANOL,468,O
AT,468,O
USD,468,O
97000,468,O
PER,468,O
MTAS,468,O
PER,468,O
INDENT,468,O
N0,468,O
33190221,468,O
DATED,468,O
10102019,468,O
OF,468,O
M/S,468,O
ARFEEN,468,O
INTERNATIONAL,468,O
(PV0),468,O
LIMITEDKARACHIPAKISTA0,468,O
CFR,469,O
KARACHI,469,O
SEAPORTPAKISTAN,469,O
QTY,469,O
21,469,O
MT,469,O
CALCINED,469,O
ALUMINA,469,O
9N5,469,O
PERCENT,469,O
MIN,469,O
AT,469,O
USD,469,O
555,469,O
PER,469,O
MTS,469,O
PER,469,O
BENEFICIARY'S,469,O
PROFORMA,469,O
INVOICE,469,O
NN,469,O
HKDNKB191211,469,O
DATED,469,O
1N1N19,469,O
CFR,470,O
KARACHI,470,O
PORTPAKISTAN,470,O
QTY,470,O
2000,470,O
KGS,470,O
DF-5040,470,O
CERAMIC,470,O
DILUTING,470,O
AGENT,470,O
AT,470,O
THE,470,O
RATE,470,O
OF,470,O
USD,470,O
N499,470,O
PER,470,O
KN,470,O
AS,470,O
PER,470,O
BENEFICIARY'S,470,O
PROFORMA,470,O
INVOICE,470,O
NN,470,O
VS191210,470,O
DATED,470,O
1N1N19,470,O
CFR,471,O
KARACHI,471,O
PORT,471,O
QTY,471,O
5,471,O
PCS,471,O
SPRAY,471,O
GUN,471,O
AT,471,O
USD,471,O
18800,471,O
PER,471,O
PC,471,O
QTY,471,O
16,471,O
PCS,471,O
COIL,471,O
SPRING,471,O
AT,471,O
USD,471,O
1800,471,O
PER,471,O
PC,471,O
QTY,471,O
1,471,O
THYRISTOR,471,O
POWER,471,O
CONTROLLER,471,O
(TPC),471,O
AT,471,O
USD,471,O
57800,471,O
PER,471,O
PC,471,O
QTY,471,O
70,471,O
PCS,471,O
MICA,471,O
TAPE,471,O
AT,471,O
USD,471,O
1800,471,O
PER,471,O
PC,471,O
AS,471,O
PER,471,O
BENEFICIARY'S,471,O
PROFORMA,471,O
INVOICE,471,O
N8,471,O
WS-Q-1911101,471,O
DATED,471,O
181819,471,O
CFR,472,O
PORT,472,O
QASIMPAKISTAN,472,O
QTY,472,O
500,472,O
MTONS,472,O
OF,472,O
REFINEDBLEACHED,472,O
AND,472,O
DEODORISEDPALM,472,O
OLEIN,472,O
IN,472,O
BULK,472,O
AT,472,O
USD,472,O
59M00,472,O
PER,472,O
MTON,472,O
AS,472,O
PER,472,O
BENEFICIARY'S,472,O
SALES,472,O
CONTRACT,472,O
NM,472,O
S1231M007,472,O
DATED,472,O
2OCT-2019,472,O
CFR,473,O
KARACHI,473,O
SEAPORTPAKISTAN,473,O
QTY,473,O
107,473,O
PCS,473,O
PTP-3,473,O
CLIP,473,O
ASSY2JS14154D,473,O
AT,473,O
THE,473,O
RATE,473,O
OF,473,O
JPY,473,O
58500,473,O
PER,473,O
PC,473,O
AS,473,O
PER,473,O
BENEFICIARY'S,473,O
PROFORMA,473,O
INVOICE,473,O
NO,473,O
QSPA175274AA,473,O
DATED,473,O
0O1O2019,473,O
CFR,474,O
KEAMARI,474,O
KARACHI,474,O
SEAPORT,474,O
/,474,O
PORT,474,O
QASIMPAKISTAN,474,O
QTY,474,O
20000,474,O
PCS,474,O
OF,474,O
INSULATOR,474,O
CAPS,474,O
SOCKET,474,O
CAP,474,O
H-577,474,O
AT,474,O
USD,474,O
092,474,O
PER,474,O
P0,474,O
QTY,474,O
18000,474,O
PCS,474,O
OF,474,O
INSULATOR,474,O
CAPS,474,O
BALL,474,O
AND,474,O
SOCKET,474,O
CAPS,474,O
H-617,474,O
AT,474,O
USD,474,O
058,474,O
PER,474,O
P0,474,O
AS,474,O
PER,474,O
BENEFICIARY'S,474,O
PROFORMA,474,O
INVOICE,474,O
N0,474,O
JOC4A19101001,474,O
DATED,474,O
112019,474,O
AND,474,O
APPLICANT'S,474,O
PURCHASE,474,O
ORDER,474,O
N0,474,O
INS/12200019,474,O
DATED,474,O
112019,474,O
CFR,475,O
KARACHI,475,O
PORTPAKISTAN,475,O
QTY,475,O
01,475,O
SET,475,O
OF,475,O
OLD/USED,475,O
OFFSET,475,O
PRINTING,475,O
MACHINE,475,O
HEIDELBERG,475,O
SORM,475,O
530821,475,O
WITH,475,O
ALL,475,O
STANDARD,475,O
ACCESSORIESAS,475,O
PER,475,O
BENEFICIARY'S,475,O
PROFORMA,475,O
INVOICE,475,O
DATED,475,O
112019,475,O
EXW,476,O
QTY,476,O
2500,476,O
MTRS,476,O
BLUSHER,476,O
98,476,O
PCT,476,O
COTTON2,476,O
PCT,476,O
ELASTANE,476,O
AT,476,O
PKR,476,O
320,476,O
PLUS,476,O
17,476,O
PCT,476,O
GST,476,O
AT,476,O
PKR,476,O
136000,476,O
AS,476,O
PER,476,O
BENEFICIARY'S,476,O
PROFORMA,476,O
INVOICE/CONTRACT,476,O
NO,476,O
LM-L-19/1013,476,O
DATED,476,O
212019,476,O
QTY,476,O
25000,476,O
MTRS,476,O
BLUSHER,476,O
98,476,O
PCT,476,O
COTTON2,476,O
PCT,476,O
ELASTANE,476,O
AT,476,O
PKR,476,O
320,476,O
PLUS,476,O
17,476,O
PCT,476,O
GST,476,O
AT,476,O
PKR,476,O
1360000,476,O
AS,476,O
PER,476,O
BENEFICIARY'S,476,O
PROFORMA,476,O
INVOICE/CONTRACT,476,O
NO,476,O
LM-L-19/0953,476,O
DATED,476,O
012019,476,O
CFR,477,O
KARACHI,477,O
PORTPAKISTAN,477,O
QTY,477,O
175000,477,O
KGS,477,O
HYBRID,477,O
RICE,477,O
SEEDS,477,O
GUARD-50,477,O
AT,477,O
CNY,477,O
30766,477,O
PER,477,O
K0,477,O
QTY,477,O
225000,477,O
KGS,477,O
HYBRID,477,O
RICE,477,O
SEEDS,477,O
GUARD-53,477,O
AT,477,O
CNY,477,O
30466,477,O
PER,477,O
K0,477,O
QTY,477,O
100000,477,O
KGS,477,O
HYBRID,477,O
RICE,477,O
SEEDS,477,O
GUARD-403,477,O
AT,477,O
CNY,477,O
30563,477,O
PER,477,O
K0,477,O
AS,477,O
PER,477,O
BENEFICIARY'S,477,O
PROFORMA,477,O
INVOICE,477,O
N0,477,O
LPGRP2020001,477,O
DATED,477,O
1NOV-2010,477,O
CFR,478,O
KARACHI,478,O
SEAPORTPAKISTAN,478,O
QTY,478,O
19800,478,O
MTS,478,O
EQUATE,478,O
LLDPE,478,O
FILM-EFDC,478,O
7087,478,O
AT,478,O
USD,478,O
85800,478,O
PER,478,O
MTAS,478,O
PER,478,O
BENEFICIARY'S,478,O
PERFORMA,478,O
INV,478,O
N8,478,O
RAI-0083451,478,O
DATED,478,O
112019,478,O
CFR,479,O
PORT,479,O
QASIMPAKISTAN,479,O
QTY,479,O
50000,479,O
0TONS,479,O
IRON,479,O
AND,479,O
STEEL,479,O
FOR,479,O
MELTING,479,O
PURPOSE,479,O
AT,479,O
USD,479,O
28000,479,O
PER,479,O
0TONAS,479,O
PER,479,O
SALES,479,O
CONTRACT,479,O
N0,479,O
SMIT-510186,479,O
DATED,479,O
10,479,O
DEC,479,O
019,479,O
CFR,480,O
KARACHI,480,O
SEAPORTPAKISTAN,480,O
QTY,480,O
19200,480,O
KGS,480,O
CARBON,480,O
BLACK,480,O
N,480,O
550,480,O
AT,480,O
USD,480,O
0860,480,O
PER,480,O
KG,480,O
AS,480,O
PER,480,O
BENEFICIARY'S,480,O
PROFORMA,480,O
INVOICE,480,O
N0,480,O
QTE-10577,480,O
DATED,480,O
012010,480,O
CPT,481,O
LAHORE,481,O
AIRPORTPAKISTAN,481,O
TOTAL,481,O
QTY,481,O
5,481,O
PCS,481,O
OF,481,O
SPARE,481,O
PARTS,481,O
INCLUDING,481,O
TRIODECAPACITORTRANSFORMER,481,O
AS,481,O
PER,481,O
BENEFICIARY'S,481,O
PROFORMA,481,O
INVOICE,481,O
NO,481,O
A,481,O
1901714,481,O
DATED,481,O
09/12/19,481,O
CFR,482,O
KARACHI,482,O
PORT,482,O
QTY,482,O
260,482,O
ADMT,482,O
GI,482,O
FLUFF,482,O
PULP,482,O
UNTREATED,482,O
AT,482,O
USD,482,O
58000,482,O
PER,482,O
ADMTAS,482,O
PER,482,O
BENEFICIARY'S,482,O
PROFORMA,482,O
INVOICE,482,O
N0,482,O
621837,482,O
DATED,482,O
101019,482,O
CFR,483,O
KARACHI,483,O
SEAPORTPAKISTAN,483,O
MACHINERY,483,O
FOR,483,O
DAIRY,483,O
INDUSTRY,483,O
QTY,483,O
1,483,O
SET,483,O
OF,483,O
MILK-WHEY,483,O
POWDER,483,O
PLANT,483,O
FOR,483,O
DAIRY,483,O
PRODUCTS,483,O
WITH,483,O
ALL,483,O
STANDARD,483,O
ACCESSORIES,483,O
AND,483,O
ESSENTIAL,483,O
PARTS,483,O
AT,483,O
THE,483,O
RATE,483,O
OF,483,O
EUR,483,O
9540000,483,O
PER,483,O
SET,483,O
COMPLETE,483,O
DETAIL,483,O
AS,483,O
PER,483,O
BENEFICIARY'S,483,O
PROFORMA,483,O
INVOICE,483,O
N0,483,O
ANKA/PI-198R1/19,483,O
DATED,483,O
012019,483,O
CFR,484,O
KARACHI,484,O
PORTPAKISTAN,484,O
TOTAL,484,O
QTY,484,O
674130,484,O
KGS,484,O
GLASS,484,O
FIBER,484,O
E,484,O
GLASS,484,O
CHOPPED,484,O
STRAND,484,O
MATAS,484,O
PER,484,O
BENEFICIARY'S,484,O
PROFORMA,484,O
INVOICE,484,O
N1,484,O
19PRO-13,484,O
DATED,484,O
012019,484,O
CPT,485,O
KARACHI,485,O
AIRPORT,485,O
QTY,485,O
25000,485,O
PCS,485,O
INFINIX,485,O
HOT,485,O
8,485,O
LITE,485,O
X,485,O
650,485,O
MOBILE,485,O
PHONE,485,O
IN,485,O
SKD,485,O
CONDITION,485,O
(NOT,485,O
INCLUDED,485,O
BATTERY,485,O
AND,485,O
GIFT,485,O
BOX),485,O
AT,485,O
USD,485,O
5380,485,O
PCSAS,485,O
PER,485,O
BENEFICIARY'S,485,O
PROFORMA,485,O
INVOICE,485,O
N3,485,O
XPK-TR9121601,485,O
DATED,485,O
131319,485,O
CFR,486,O
KARACHI,486,O
PORTPAKISTAN,486,O
QTY,486,O
10000,486,O
TONS,486,O
LLDPE,486,O
OG,486,O
3,486,O
MFI,486,O
AT,486,O
USD,486,O
73000,486,O
PER,486,O
TONAS,486,O
PER,486,O
BENEFICIARY'S,486,O
PROFORMA,486,O
INVOICE,486,O
N0,486,O
19,486,O
6569,486,O
DATED,486,O
101019,486,O
CFR,487,O
KARACHI,487,O
SEAPORT,487,O
QTY,487,O
150,487,O
UNITS,487,O
IMPACT,487,O
PRINTER,487,O
WITH,487,O
AUTO,487,O
CUTTER,487,O
USB,487,O
(GRAY),487,O
AT,487,O
USD,487,O
11500,487,O
PER,487,O
UNIT,487,O
AS,487,O
PER,487,O
BENEFICIARY'S,487,O
PROFORMA,487,O
INVOICE,487,O
N5,487,O
ABM1912170943,487,O
DATED,487,O
151519,487,O
AND,487,O
APPLICANT'S,487,O
PURCHASE,487,O
ORDER,487,O
N5,487,O
142000057,487,O
DATED,487,O
151519,487,O
CFR,488,O
PORT,488,O
QASIMPAKISTAN,488,O
QTY,488,O
540,488,O
MTS,488,O
IRON,488,O
AND,488,O
STEEL,488,O
REMELATABLE,488,O
SCRAP,488,O
AT,488,O
USD,488,O
30000,488,O
PER,488,O
MTAS,488,O
PER,488,O
BENEFICIARY'S,488,O
SALES,488,O
CONTRACT,488,O
N0,488,O
GML/AI/13254,488,O
DATED,488,O
112010,488,O
CFR,489,O
KARACHI,489,O
SEAPORT,489,O
QTY,489,O
25886,489,O
CARBONLESS,489,O
PAPERBLUE,489,O
IMAGECFB,489,O
48GS5,489,O
DETAILS,489,O
AS,489,O
PER,489,O
BENEFICIARY'S,489,O
PROFORMA,489,O
INVOICE,489,O
N5,489,O
DCMM-002,489,O
DATED,489,O
251519,489,O
CIF,490,O
TOTAL,490,O
QTY,490,O
3000,490,O
LBS,490,O
(300,490,O
BAGS),490,O
10/S,490,O
CARDED,490,O
(W),490,O
HARD,490,O
CRYOAT,490,O
THE,490,O
RATE,490,O
OF,490,O
PKR,490,O
13000,490,O
PER,490,O
LBPLUS,490,O
17%,490,O
GSTAS,490,O
PER,490,O
BENEFICIARY'S,490,O
PROFORMA,490,O
INVOICE,490,O
N0,490,O
LLC/044(889/2018,490,O
DATED,490,O
0DEC-2019,490,O
CFR,491,O
KEAMARI,491,O
KARACHI,491,O
SEAPORT/PORT,491,O
QASIMKARACHI,491,O
PAKISTAN,491,O
QTY,491,O
3960,491,O
6TONS,491,O
LDPE,491,O
HP0823J/LDPE,491,O
HP0823JN,491,O
AT,491,O
USD,491,O
9160,491,O
PER,491,O
6TO6,491,O
QTY,491,O
2960,491,O
6TONS,491,O
LDPE,491,O
HP2023J,491,O
AND,491,O
/OR,491,O
LDPE,491,O
HP2023JN,491,O
AND/OR,491,O
LDPE,491,O
HP2023JX,491,O
AT,491,O
USD,491,O
880,491,O
PER,491,O
6TO6,491,O
AS,491,O
PER,491,O
BENEFICIARY'S,491,O
PROFORMA,491,O
INVOICE,491,O
N6,491,O
AS/198/10/DEC-19,491,O
DATED,491,O
112019,491,O
AND,491,O
AS,491,O
PER,491,O
APPLICANT,491,O
PURCHASE,491,O
ORDER,491,O
N6,491,O
4400025616,491,O
DATED,491,O
112016,491,O
CFR,492,O
PORT,492,O
QASIMPAKISTAN,492,O
1,492,O
QTY,492,O
49100,492,O
ADMT,492,O
NBSK,492,O
SODRA,492,O
BLUE,492,O
FSC,492,O
MIX,492,O
CREDIT,492,O
AT,492,O
USD,492,O
59100,492,O
PER,492,O
ADMT,492,O
1,492,O
QTY,492,O
21100,492,O
ADMT,492,O
NBSK,492,O
SODRA,492,O
BLUE,492,O
FSC,492,O
CW,492,O
AT,492,O
USD,492,O
59100,492,O
PER,492,O
ADMT,492,O
COMPLETE,492,O
DETAIL,492,O
AS,492,O
PER,492,O
BENEFICIARY'S,492,O
PROFORMA,492,O
INVOICE,492,O
N1,492,O
CA025298,492,O
DATED,492,O
112019,492,O
AND,492,O
APPLICANT'S,492,O
PURCHASE,492,O
ORDER,492,O
N1,492,O
4400005097,492,O
DATED,492,O
112011,492,O
CFR,493,O
KARACHI,493,O
PORTAKISTAN,493,O
QTY,493,O
9350,493,O
TONS,493,O
HIGH,493,O
DENSITY,493,O
POLYETHYLENE,493,O
ALATHON,493,O
L5005,493,O
AT,493,O
USD,493,O
800,493,O
PER,493,O
TONCOMPLETE,493,O
DETAIL,493,O
AS,493,O
PER,493,O
BENEFICIARY'S,493,O
PROFORMA,493,O
INVOICE,493,O
N3,493,O
1119011355,493,O
DATED,493,O
212019,493,O
AND,493,O
APPLICANT'S,493,O
PURCHASE,493,O
ORDER,493,O
N3,493,O
4400025576,493,O
DATED,493,O
012019,493,O
CFR,494,O
KARACHI,494,O
PORT/PORT,494,O
QASIMPAKISTAN,494,O
100,494,O
PCT,494,O
SPUN,494,O
POLYESTER,494,O
YARN,494,O
FOR,494,O
SEWING,494,O
THREAD,494,O
QTY,494,O
2389,494,O
KGS,494,O
OF,494,O
100,494,O
PCT,494,O
SPUN,494,O
POLYESTER,494,O
YARN,494,O
FOR,494,O
SEWING,494,O
THREAD,494,O
AND,494,O
POLY-POLY,494,O
CORE,494,O
YARN,494,O
AS,494,O
PER,494,O
BENEFICIARY'S,494,O
PROFORMA,494,O
INVOICE,494,O
NO,494,O
10000682,494,O
DATED,494,O
11201O,494,O
CFR,495,O
KEAMARI,495,O
KARACHI,495,O
SEAPORT/PORT,495,O
QASIMKARACHI,495,O
PAKISTAN,495,O
QTY,495,O
5000000,495,O
KGS,495,O
VISCOSE,495,O
STAPLE,495,O
FIBRE,495,O
02,495,O
X,495,O
44,495,O
-BL,495,O
BRIGHT,495,O
AT,495,O
USD,495,O
0370,495,O
PER,495,O
K0,495,O
AS,495,O
PER,495,O
BENEFICIARY'S,495,O
PROFORMA,495,O
INVOICE,495,O
N0,495,O
4201110493,495,O
DATED,495,O
202019,495,O
CFR,496,O
LO,496,O
KARACHI,496,O
SEAPORTPAKISTAN,496,O
TOTAL,496,O
QTY,496,O
500425,496,O
MTS,496,O
OF,496,O
PRIME,496,O
HOT,496,O
ROLLED,496,O
ALLOY,496,O
STEEL,496,O
SHEETS,496,O
IN,496,O
COILS,496,O
AT,496,O
USD,496,O
496,496,O
PER,496,O
M0,496,O
AS,496,O
PER,496,O
BENEFICIARY'S,496,O
SALES,496,O
CONTRACT,496,O
N0,496,O
JTGJRZ-RZ1912133X-2,496,O
DATED,496,O
112010,496,O
CFR,497,O
KARACHI,497,O
SEAPORT,497,O
QTY,497,O
14850,497,O
MT,497,O
BORSTAR,497,O
FB1460,497,O
(HD,497,O
POLYETHYLENE),497,O
PACKED,497,O
IN,497,O
AS,497,O
PER,497,O
INDENT,497,O
N8,497,O
20192302,497,O
DATED,497,O
181819,497,O
OF,497,O
M/8,497,O
ARFEEN,497,O
INTERNATIONAL,497,O
(PVT),497,O
LT8KARACHIPAKISTA8,497,O
CFR,498,O
KARACHI,498,O
PORTPAKISTAN,498,O
QTY,498,O
1,498,O
SET,498,O
FSL-TX1300,498,O
REWIND,498,O
OD,498,O
800MM,498,O
SLITTER/REWINDERS,498,O
COMPLETE,498,O
WITH,498,O
STANDARD,498,O
ACCESSORIESAS,498,O
PER,498,O
BENEFICIARY'S,498,O
PROFORMA,498,O
INVOICE,498,O
NO,498,O
C191103,498,O
DATED,498,O
1O1O2019,498,O
CFR,499,O
KARACHI,499,O
SEAPORTPAKISTAN,499,O
FOOD,499,O
PREPARATIONS,499,O
OF,499,O
FLOUR,499,O
SPICES,499,O
AS,499,O
PER,499,O
BENEFICIARY'S,499,O
PROFORMA,499,O
INVOICE,499,O
NO,499,O
21/2019,499,O
DATED,499,O
3O1O2019,499,O
CFR,500,O
KARACHI,500,O
