,words,sentence #,tag
3436,<UNITPRICEAMOUNT>,100,Quantity
3437,MTS,100,Quantity
3438,PRIME,100,GoodsDescription
3439,HOT,100,GoodsDescription
3440,ROLLED,100,GoodsDescription
3441,ALLOY,100,GoodsDescription
3442,STEEL,100,GoodsDescription
3443,CHEQUERED,100,GoodsDescription
3444,COILS,100,GoodsDescription
3445,BORON,100,GoodsDescription
3446,ADDED,100,GoodsDescription
3447,MILL,100,GoodsDescription
3448,EDGE,100,GoodsDescription
3449,AT,100,O
3450,USD,100,UnitPriceAmount
3451,<QUANTITY>,100,UnitPriceAmount
3452,PER,100,UnitPriceAmount
3453,MT,100,Quantity
3454,AND,100,O
3455,WITH,100,O
3456,COMPLETE,100,O
3457,DETAILS,100,O
3458,AS,100,O
3459,PER,100,UnitPriceAmount
3460,BENEFICIARY'S,100,O
3461,SALES,100,O
3462,CONTRACT,100,O
3463,NO.,100,O
3464,WV-1911HRC-PK10,100,O
3465,DATED,100,O
3466,<INCOTERMS>,100,O
3467,CFR,101,Incoterms
3468,KARACHI,101,Incoterms
3469,SEAPORT,101,Incoterms
3470,PAKISTAN,101,Incoterms
3471,QTY,101,O
3472,<QUANTITY>,101,Quantity
3473,PCS,101,Quantity
3474,MDF,101,O
3475,HOT,101,GoodsDescription
3476,PRESS,101,GoodsDescription
3477,STEEL,101,GoodsDescription
3478,BELT,101,GoodsDescription
3479,(L,101,O
3480,<QUANTITY>,101,O
3481,MM,101,O
3482,W,101,O
3483,<QUANTITY>,101,O
3484,MM,101,O
3485,T,101,Incoterms
3486,<UNITPRICEAMOUNT>,101,O
3487,MM),101,O
3488,AT,101,O
3489,USD,101,UnitPriceAmount
3490,<UNITPRICEAMOUNT>,101,UnitPriceAmount
3491,PER,101,UnitPriceAmount
3492,PC,101,UnitPriceAmount
3493,AS,101,O
3494,PER,101,UnitPriceAmount
3495,BENEFICIARY'S,101,O
3496,PROFORMA,101,O
3497,INVOICE,101,O
3498,NO.,101,O
3499,ZYW191122,101,O
3500,DATED,101,O
3501,<INCOTERMS>,101,O
3502,CFR,102,Incoterms
3503,KARACHI,102,Incoterms
3504,PORT,102,Incoterms
3505,PAKISTAN,102,Incoterms
3506,QTY,102,O
3507,<QUANTITY>,102,Quantity
3508,SET,102,Quantity
3509,TELESCOPIC,102,GoodsDescription
3510,CONVEYOR,102,GoodsDescription
3511,SVMVL,102,O
3512,<INCOTERMS>,102,O
3513,AS,102,O
3514,PER,102,O
3515,BENEFICIARY'S,102,O
3516,PROFORMA,102,O
3517,INVOICE,102,O
3518,NO.,102,O
3519,CJS20191019,102,O
3520,DATED,102,O
3521,<INCOTERMS>,102,O
3522,CFR,103,Incoterms
3523,KEAMARI,103,Incoterms
3524,KARACHI,103,Incoterms
3525,PORT/PORT,103,Incoterms
3526,QASIM,103,Incoterms
3527,PAKISTAN,103,Incoterms
3528,QTY,103,O
3529,<QUANTITY>,103,Quantity
3530,KGS,103,Quantity
3531,<INCOTERMS>,103,O
3532,POLYESTER,103,GoodsDescription
3533,TEXTURED,103,GoodsDescription
3534,BLACK,103,GoodsDescription
3535,HIM,103,GoodsDescription
3536,DOPE,103,GoodsDescription
3537,DYED,103,GoodsDescription
3538,AT,103,O
3539,USD,103,UnitPriceAmount
3540,<UNITPRICEAMOUNT>,103,UnitPriceAmount
3541,PER,103,UnitPriceAmount
3542,KG,103,Quantity
3543,DETAIL,103,O
3544,AS,103,Incoterms
3545,PER,103,UnitPriceAmount
3546,BENEFICIARY'S,103,O
3547,PROFORMA,103,O
3548,INVOICE/CONTRACT,103,O
3549,NO.,103,O
3550,<QUANTITY>,103,O
3551,DATED,103,O
3552,<DATE>,103,O
3553,FOB,104,Incoterms
3554,ANY,104,Incoterms
3555,UAE,104,Incoterms
3556,PORT,104,Incoterms
3557,QTY,104,O
3558,ABOUT,104,O
3559,<QUANTITY>,104,O
3560,BARRELS,104,Quantity
3561,OF,104,O
3562,DAS,104,GoodsDescription
3563,CRUDE,104,GoodsDescription
3564,OIL.,104,O
3565,CFR,105,Incoterms
3566,(1),105,O
3567,QTY,105,O
3568,<QUANTITY>,105,GoodsDescription
3569,UNITS,105,Quantity
3570,ULTRA,105,GoodsDescription
3571,I,105,Quantity
3572,GLASS,105,GoodsDescription
3573,TOP,105,GoodsDescription
3574,(R290),105,GoodsDescription
3575,AT,105,O
3576,THE,105,O
3577,RATE,105,O
3578,OF,105,O
3579,PKR,105,UnitPriceAmount
3580,<UNITPRICEAMOUNT>,105,O
3581,PER,105,UnitPriceAmount
3582,UNIT,105,Quantity
3583,(2),105,O
3584,QTY,105,O
3585,<QUANTITY>,105,Quantity
3586,UNITS,105,Quantity
3587,ULTRA,105,GoodsDescription
3588,IV,105,GoodsDescription
3589,GLASS,105,GoodsDescription
3590,TOP,105,GoodsDescription
3591,(R290),105,GoodsDescription
3592,AT,105,O
3593,THE,105,O
3594,RATE,105,O
3595,OF,105,O
3596,PKR,105,UnitPriceAmount
3597,<UNITPRICEAMOUNT>,105,O
3598,PER,105,UnitPriceAmount
3599,UNIT,105,Quantity
3600,(3),105,O
3601,QTY,105,O
3602,<QUANTITY>,105,Quantity
3603,UNITS,105,Quantity
3604,ULTRA,105,GoodsDescription
3605,III,105,GoodsDescription
3606,HARD,105,GoodsDescription
3607,TOP,105,GoodsDescription
3608,(R290),105,GoodsDescription
3609,AT,105,O
3610,THE,105,O
3611,RATE,105,O
3612,OF,105,O
3613,PKR,105,UnitPriceAmount
3614,<UNITPRICEAMOUNT>,105,O
3615,PER,105,UnitPriceAmount
3616,UNIT,105,Quantity
3617,(4),105,O
3618,QTY,105,O
3619,<QUANTITY>,105,Quantity
3620,UNITS,105,Quantity
3621,ULTRA,105,GoodsDescription
3622,III,105,GoodsDescription
3623,GLASS,105,GoodsDescription
3624,TOP,105,GoodsDescription
3625,(R290),105,GoodsDescription
3626,AT,105,O
3627,THE,105,O
3628,RATE,105,O
3629,OF,105,O
3630,PKR,105,UnitPriceAmount
3631,<UNITPRICEAMOUNT>,105,O
3632,PER,105,UnitPriceAmount
3633,UNIT,105,Quantity
3634,(5),105,O
3635,QTY,105,O
3636,<QUANTITY>,105,Quantity
3637,UNITS,105,Quantity
3638,ULTRA,105,GoodsDescription
3639,V,105,GoodsDescription
3640,HARD,105,GoodsDescription
3641,TOP,105,GoodsDescription
3642,(R290),105,GoodsDescription
3643,AT,105,O
3644,THE,105,O
3645,RATE,105,O
3646,OF,105,O
3647,PKR,105,UnitPriceAmount
3648,<UNITPRICEAMOUNT>,105,O
3649,PER,105,UnitPriceAmount
3650,UNIT,105,Quantity
3651,(6),105,O
3652,QTY,105,O
3653,<QUANTITY>,105,Quantity
3654,UNITS,105,Quantity
3655,ULTRA,105,GoodsDescription
3656,VI,105,GoodsDescription
3657,HARD,105,GoodsDescription
3658,TOP,105,GoodsDescription
3659,(R290),105,GoodsDescription
3660,AT,105,O
3661,THE,105,O
3662,RATE,105,O
3663,OF,105,O
3664,PKR,105,UnitPriceAmount
3665,<UNITPRICEAMOUNT>,105,O
3666,PER,105,UnitPriceAmount
3667,UNIT,105,Quantity
3668,AS,105,GoodsDescription
3669,PER,105,UnitPriceAmount
3670,BENEFICIARY'S,105,O
3671,PROFORMA,105,O
3672,INVOICE,105,O
3673,NO.,105,O
3674,<INCOTERMS>,105,O
3675,DATED,105,O
3676,<DATE>,105,O
3677,CFR,106,Incoterms
3678,KARACHI,106,Incoterms
3679,PORT,106,Incoterms
3680,PAKISTAN,106,Incoterms
3681,QTY,106,O
3682,<UNITPRICEAMOUNT>,106,Quantity
3683,MT,106,UnitPriceAmount
3684,EXXON,106,GoodsDescription
3685,BUTYL,106,GoodsDescription
3686,<INCOTERMS>,106,O
3687,AT,106,O
3688,USD,106,UnitPriceAmount
3689,<QUANTITY>,106,UnitPriceAmount
3690,PER,106,UnitPriceAmount
3691,MT,106,UnitPriceAmount
3692,AS,106,O
3693,PER,106,UnitPriceAmount
3694,BENEFICIARY'S,106,O
3695,ORDER,106,O
3696,ACKNOWLEDGEMENT,106,O
3697,NO.,106,O
3698,<QUANTITY>,106,O
3699,DATED,106,O
3700,<INCOTERMS>,106,O
3701,CFR,107,Incoterms
3702,KARACHI,107,Incoterms
3703,PORT,107,Incoterms
3704,PAKISTAN,107,Incoterms
3705,QTY,107,O
3706,<QUANTITY>,107,Quantity
3707,SETS,107,Quantity
3708,OF,107,O
3709,SENHER,107,GoodsDescription
3710,BRAND,107,GoodsDescription
3711,HIGH,107,GoodsDescription
3712,SPEED,107,GoodsDescription
3713,FLEECE,107,GoodsDescription
3714,KNITTING,107,GoodsDescription
3715,MACHINE,107,GoodsDescription
3716,WITH,107,GoodsDescription
3717,ACCESSORIES,107,GoodsDescription
3718,AND,107,GoodsDescription
3719,PARTS,107,GoodsDescription
3720,(FLEECE,107,O
3721,MACHINE,107,GoodsDescription
3722,CYLINDERS),107,O
3723,AT,107,O
3724,USD,107,UnitPriceAmount
3725,<QUANTITY>,107,UnitPriceAmount
3726,PER,107,UnitPriceAmount
3727,SET.,107,O
3728,AS,107,O
3729,PER,107,UnitPriceAmount
3730,BENEFICIARY'S,107,O
3731,PROFORMA,107,O
3732,INVOICE,107,O
3733,NO.,107,O
3734,SH/95/11/2019,107,O
3735,DATED,107,O
3736,<INCOTERMS>,107,O
3737,CFR,108,Incoterms
3738,KARACHI,108,Incoterms
3739,PORT,108,Incoterms
3740,PAKISTAN,108,Incoterms
3741,QTY,108,O
3742,<QUANTITY>,108,Quantity
3743,MT,108,UnitPriceAmount
3744,ALUMINIUM,108,GoodsDescription
3745,FOIL,108,GoodsDescription
3746,AT,108,O
3747,USD,108,UnitPriceAmount
3748,<UNITPRICEAMOUNT>,108,UnitPriceAmount
3749,PER,108,UnitPriceAmount
3750,MT,108,UnitPriceAmount
3751,AS,108,O
3752,PER,108,UnitPriceAmount
3753,BENEFICIARY'S,108,O
3754,PROFORMA,108,O
3755,INVOICE,108,O
3756,NO.,108,O
3757,STS01192655,108,O
3758,DATED,108,O
3759,<DATE>,108,O
3760,FOB,109,Incoterms
3761,ANY,109,Incoterms
3762,INDONESIAN,109,Incoterms
3763,SEAPORT,109,Incoterms
3764,PARTS,109,GoodsDescription
3765,FOR,109,GoodsDescription
3766,HONDA,109,GoodsDescription
3767,MOTORCYCLE,109,GoodsDescription
3768,AS,109,O
3769,PER,109,O
3770,APPLICANT'S,109,O
3771,PURCHASE,109,O
3772,ORDER,109,O
3773,NO.,109,O
3774,AHL/SPM/001/HTI/2019-20,109,O
3775,DATED,109,O
3776,<INCOTERMS>,109,O
3777,AND,109,O
3778,BENEFICIARY'S,109,O
3779,SALES,109,O
3780,CONTRACT,109,O
3781,NO.,109,O
3782,SC-IDHPK190110701,109,O
3783,DATED,109,O
3784,<INCOTERMS>,109,O
3785,CFR,110,Incoterms
3786,KARACHI,110,Incoterms
3787,PORT,110,Incoterms
3788,PAKISTAN,110,Incoterms
3789,QTY,110,O
3790,<UNITPRICEAMOUNT>,110,Quantity
3791,M.TONS,110,Quantity
3792,OF,110,O
3793,COATED,110,GoodsDescription
3794,CALCIUM,110,GoodsDescription
3795,CARBONATE,110,GoodsDescription
3796,FILLER,110,GoodsDescription
3797,AT,110,GoodsDescription
3798,USD,110,UnitPriceAmount
3799,<UNITPRICEAMOUNT>,110,UnitPriceAmount
3800,PER,110,UnitPriceAmount
3801,M.TON,110,UnitPriceAmount
3802,AS,110,O
3803,PER,110,UnitPriceAmount
3804,COMPLETE,110,O
3805,DETAIL,110,O
3806,OF,110,O
3807,BENEFICIARY'S,110,O
3808,PROFORMA,110,O
3809,INVOICE,110,O
3810,NO.,110,O
3811,<INCOTERMS>,110,O
3812,DATED,110,O
3813,26-11-2019.,110,O
3814,CFR,111,Incoterms
3815,KARACHI,111,Incoterms
3816,PORT,111,Incoterms
3817,PAKISTAN,111,Incoterms
3818,QTY,111,O
3819,<QUANTITY>,111,Quantity
3820,PCS,111,Quantity
3821,LED,111,GoodsDescription
3822,LIGHTS,111,GoodsDescription
3823,AS,111,O
3824,PER,111,O
3825,BENEFICIARY'S,111,O
3826,PROFORMA,111,O
3827,INVOICE,111,O
3828,NO.,111,O
3829,NVCP19112501-PK003,111,O
3830,DATED,111,O
3831,<DATE>,111,O
3832,CFR,112,Incoterms
3833,KARACHI,112,Incoterms
3834,PORT,112,Incoterms
3835,/,112,Incoterms
3836,PORT,112,Incoterms
3837,QASIM,112,Incoterms
3838,PAKISTAN,112,Incoterms
3839,QTY,112,O
3840,<UNITPRICEAMOUNT>,112,Quantity
3841,M/TONS,112,Quantity
3842,PROPYLENE,112,GoodsDescription
3843,COPOLYMER,112,GoodsDescription
3844,BRAND,112,O
3845,COSMOPLENE,112,O
3846,GRADE,112,O
3847,FS5612,112,O
3848,AT,112,O
3849,THE,112,O
3850,RATE,112,O
3851,OF,112,O
3852,USD,112,UnitPriceAmount
3853,<QUANTITY>,112,O
3854,PER,112,UnitPriceAmount
3855,M/TON.,112,O
3856,AS,112,Incoterms
3857,PER,112,UnitPriceAmount
3858,BENEFICIARY'S,112,O
3859,SALES,112,O
3860,CONTRACT,112,O
3861,NO.,112,O
3862,SQZSE-19-3258,112,O
3863,DATED,112,O
3864,<INCOTERMS>,112,O
3865,NOV-,112,O
3866,<QUANTITY>,112,O
3867,CFR,113,Incoterms
3868,KEAMARI,113,Incoterms
3869,KARACHI,113,Incoterms
3870,SEAPORT/PORT,113,Incoterms
3871,QASIM,113,Incoterms
3872,KARACHI,113,Incoterms
3873,PAKISTAN,113,Incoterms
3874,<INCOTERMS>,113,O
3875,QTY,113,O
3876,<QUANTITY>,113,Quantity
3877,KGS,113,Quantity
3878,PAPER,113,GoodsDescription
3879,AND,113,GoodsDescription
3880,PAPERBOARDCOATED,113,O
3881,IMPREGNATED,113,GoodsDescription
3882,OR,113,GoodsDescription
3883,COVERED,113,GoodsDescription
3884,OF,113,GoodsDescription
3885,WIDTH,113,GoodsDescription
3886,GREATER,113,GoodsDescription
3887,THAN,113,GoodsDescription
3888,<INCOTERMS>,113,GoodsDescription
3889,OTHER,113,O
3890,FA6767/38.583IN/3INID/29INOD/WSO/BLUELINES,113,O
3891,GRAMMAGE,113,O
3892,<UNITPRICEAMOUNT>,113,O
3893,G/M2,113,O
3894,DIAM,113,O
3895,<INCOTERMS>,113,O
3896,WIDTH,113,GoodsDescription
3897,<INCOTERMS>,113,O
3898,CORE,113,O
3899,<INCOTERMS>,113,O
3900,AT,113,GoodsDescription
3901,USD,113,UnitPriceAmount
3902,<UNITPRICEAMOUNT>,113,UnitPriceAmount
3903,PER,113,UnitPriceAmount
3904,KG,113,Quantity
3905,<INCOTERMS>,113,O
3906,QTY,113,O
3907,<QUANTITY>,113,Quantity
3908,KGS,113,Quantity
3909,PAPER,113,GoodsDescription
3910,AND,113,GoodsDescription
3911,PAPERBOARDCOATED,113,O
3912,IMPREGNATED,113,GoodsDescription
3913,OR,113,GoodsDescription
3914,COVERED,113,GoodsDescription
3915,OF,113,GoodsDescription
3916,WIDTH,113,GoodsDescription
3917,GREATER,113,GoodsDescription
3918,THAN,113,GoodsDescription
3919,<INCOTERMS>,113,GoodsDescription
3920,OTHER,113,O
3921,FA6767/31.89IN/3INID/29INOD/WSO/BLUELINES,113,O
3922,GRAMMAGE,113,O
3923,<UNITPRICEAMOUNT>,113,O
3924,G/M2,113,O
3925,DIAM,113,O
3926,<INCOTERMS>,113,O
3927,WIDTH,113,GoodsDescription
3928,<INCOTERMS>,113,O
3929,CORE,113,O
3930,<INCOTERMS>,113,O
3931,AT,113,GoodsDescription
3932,USD,113,UnitPriceAmount
3933,<UNITPRICEAMOUNT>,113,UnitPriceAmount
3934,PER,113,UnitPriceAmount
3935,KG,113,Quantity
3936,PLUS,113,O
3937,FREIGHT,113,O
3938,CHARGES,113,O
3939,USD,113,UnitPriceAmount
3940,<QUANTITY>,113,O
3941,AS,113,Incoterms
3942,PER,113,UnitPriceAmount
3943,BENEFICIARY'S,113,O
3944,PROFORMA,113,O
3945,INVOICE,113,O
3946,NO.,113,O
3947,<QUANTITY>,113,O
3948,DATED,113,O
3949,20-11-2019.,113,O
3950,CFR,114,Incoterms
3951,KARACHI,114,Incoterms
3952,PORT,114,Incoterms
3953,PAKISTAN,114,Incoterms
3954,QTY,114,O
3955,<UNITPRICEAMOUNT>,114,Quantity
3956,M.TONS,114,Quantity
3957,MARLEX,114,GoodsDescription
3958,HIGH,114,GoodsDescription
3959,DENSITY,114,GoodsDescription
3960,POLYETHYLENE,114,GoodsDescription
3961,RESIN,114,GoodsDescription
3962,HHM,114,O
3963,TR-144,114,O
3964,AT,114,O
3965,USD,114,UnitPriceAmount
3966,<UNITPRICEAMOUNT>,114,UnitPriceAmount
3967,PER,114,UnitPriceAmount
3968,M.TON,114,UnitPriceAmount
3969,AS,114,O
3970,PER,114,UnitPriceAmount
3971,BENEFICIARY'S,114,O
3972,PROFORMA,114,O
3973,INVOICE,114,O
3974,NO.,114,O
3975,CPS/0351/G/2019,114,O
3976,DATED,114,O
3977,29-11-2019.,114,O
3978,CFR,115,Incoterms
3979,KEAMARI,115,Incoterms
3980,KARACHI,115,Incoterms
3981,SEAPORT/PORT,115,Incoterms
3982,QASIM,115,Incoterms
3983,PAKISTAN,115,Incoterms
3984,QTY,115,O
3985,<QUANTITY>,115,Quantity
3986,PC,115,Quantity
3987,FOUR,115,GoodsDescription
3988,PROBE,115,GoodsDescription
3989,SET-UP,115,GoodsDescription
3990,FOR,115,GoodsDescription
3991,MEASURING,115,GoodsDescription
3992,THE,115,GoodsDescription
3993,RESISTIVITY,115,GoodsDescription
3994,OF,115,O
3995,VERY,115,O
3996,LOW,115,O
3997,TO,115,O
3998,HIGH,115,O
3999,RESISTIVITY,115,GoodsDescription
4000,SAMPLE,115,O
4001,AT,115,O
4002,TEMPERATURE,115,O
4003,UP,115,GoodsDescription
4004,TO,115,O
4005,<QUANTITY>,115,O
4006,DEGREE,115,O
4007,C,115,Incoterms
4008,WITH,115,O
4009,PID,115,O
4010,CONTROLLOED,115,O
4011,OVEN,115,O
4012,AS,115,Incoterms
4013,PER,115,O
4014,BENEFICIARY'S,115,O
4015,PROFORMA,115,O
4016,INVOICE,115,O
4017,QUOTE,115,O
4018,NO.,115,O
4019,SVSML-2410,115,O
4020,DATED,115,O
4021,19-04-2019.,115,O
4022,CPT,116,Incoterms
4023,LAHORE,116,Incoterms
4024,AIRPORT,116,Incoterms
4025,CELLULAR,116,GoodsDescription
4026,MOBILE,116,GoodsDescription
4027,PHONE,116,GoodsDescription
4028,INCLUDING,116,GoodsDescription
4029,ITS,116,GoodsDescription
4030,BATTERY,116,GoodsDescription
4031,AND,116,GoodsDescription
4032,ONE,116,GoodsDescription
4033,BATTERY,116,GoodsDescription
4034,CHARGER,116,GoodsDescription
4035,(1),116,O
4036,QTY,116,O
4037,<QUANTITY>,116,Quantity
4038,PCS,116,Quantity
4039,INFINIX,116,GoodsDescription
4040,HOT,116,GoodsDescription
4041,<QUANTITY>,116,UnitPriceAmount
4042,X650C,116,GoodsDescription
4043,MOBILE,116,GoodsDescription
4044,PHONE,116,GoodsDescription
4045,<INCOTERMS>,116,O
4046,AT,116,GoodsDescription
4047,THE,116,O
4048,RATE,116,O
4049,OF,116,O
4050,USD,116,UnitPriceAmount
4051,<UNITPRICEAMOUNT>,116,UnitPriceAmount
4052,PER,116,UnitPriceAmount
4053,PC,116,Quantity
4054,(2),116,O
4055,QTY,116,O
4056,<QUANTITY>,116,Quantity
4057,PCS,116,Quantity
4058,INFINIX,116,GoodsDescription
4059,HOT,116,GoodsDescription
4060,S5,116,GoodsDescription
4061,X652,116,GoodsDescription
4062,MOBILE,116,GoodsDescription
4063,PHONE,116,GoodsDescription
4064,AT,116,GoodsDescription
4065,THE,116,O
4066,RATE,116,O
4067,OF,116,O
4068,USD,116,UnitPriceAmount
4069,<UNITPRICEAMOUNT>,116,UnitPriceAmount
4070,PER,116,UnitPriceAmount
4071,PC,116,Quantity
4072,(3),116,O
4073,QTY,116,O
4074,<QUANTITY>,116,Quantity
4075,PCS,116,Quantity
4076,INFINIX,116,GoodsDescription
4077,S5,116,GoodsDescription
4078,X652A,116,GoodsDescription
4079,MOBILE,116,GoodsDescription
4080,PHONE,116,GoodsDescription
4081,AT,116,GoodsDescription
4082,THE,116,O
4083,RATE,116,O
4084,OF,116,O
4085,USD,116,UnitPriceAmount
4086,<UNITPRICEAMOUNT>,116,UnitPriceAmount
4087,PER,116,UnitPriceAmount
4088,PC,116,Quantity
4089,(4),116,O
4090,QTY,116,O
4091,<QUANTITY>,116,Quantity
4092,PCS,116,Quantity
4093,INFINIX,116,GoodsDescription
4094,S5,116,GoodsDescription
4095,LITE,116,GoodsDescription
4096,X652B,116,GoodsDescription
4097,MOBILE,116,GoodsDescription
4098,PHONE,116,GoodsDescription
4099,AT,116,GoodsDescription
4100,THE,116,O
4101,RATE,116,O
4102,OF,116,O
4103,USD,116,UnitPriceAmount
4104,<UNITPRICEAMOUNT>,116,UnitPriceAmount
4105,PER,116,UnitPriceAmount
4106,PC,116,Quantity
4107,(5),116,O
4108,QTY,116,O
4109,<QUANTITY>,116,Quantity
4110,PCS,116,Quantity
4111,INFINIX,116,GoodsDescription
4112,SMART4,116,GoodsDescription
4113,X653C,116,GoodsDescription
4114,MOBILE,116,GoodsDescription
4115,PHONE,116,GoodsDescription
4116,<INCOTERMS>,116,O
4117,AT,116,GoodsDescription
4118,THE,116,O
4119,RATE,116,O
4120,OF,116,O
4121,USD,116,UnitPriceAmount
4122,<UNITPRICEAMOUNT>,116,UnitPriceAmount
4123,PER,116,UnitPriceAmount
4124,PC,116,Quantity
4125,AS,116,O
4126,PER,116,UnitPriceAmount
4127,BENEFICIARY'S,116,O
4128,PROFORMA,116,O
4129,INVOICE,116,O
4130,NO.,116,O
4131,XPK-MAP9113001,116,O
4132,DATED,116,O
4133,NOVEMBER,116,O
4134,<QUANTITY>,116,UnitPriceAmount
4135,<QUANTITY>,116,O
4136,SERVICES,117,O
4137,BADAR,117,O
4138,RESERVOIR,117,O
4139,SIMULATION,117,O
4140,AND,117,O
4141,THIRD,117,O
4142,PARTY,117,O
4143,RESERVES,117,O
4144,CERTIFICATION,117,O
4145,STUDY,117,O
4146,AS,117,O
4147,PER,117,O
4148,BENEFICIARY,117,O
4149,PROFORMA,117,O
4150,INVOICE,117,O
4151,NO,117,O
4152,<QUANTITY>,117,O
4153,DATED,117,O
4154,<INCOTERMS>,117,O
4155,SERVICE,117,O
4156,CONTRACT,117,O
4157,NO,117,O
4158,PEL/BADAR/SIMULATION,117,O
4159,STUDY/SVC/017/18,117,O
4160,DATED,117,O
4161,<INCOTERMS>,117,O
4162,AND,117,O
4163,AMENDMENT,117,O
4164,NO,117,O
4165,<QUANTITY>,117,O
4166,DATED,117,O
4167,<INCOTERMS>,117,O
4168,TO,117,O
4169,THE,117,O
4170,CONTRACT,117,O
4171,CFR,118,Incoterms
4172,PORT,118,Incoterms
4173,QASIM,118,Incoterms
4174,PAKISTAN,118,Incoterms
4175,<INCOTERMS>,118,O
4176,QTY,118,O
4177,<UNITPRICEAMOUNT>,118,Quantity
4178,MTS,118,Quantity
4179,OF,118,O
4180,IRON,118,GoodsDescription
4181,AND,118,GoodsDescription
4182,STEEL,118,GoodsDescription
4183,REMELTABLE,118,GoodsDescription
4184,SCRAP,118,GoodsDescription
4185,AT,118,O
4186,USD,118,UnitPriceAmount
4187,<UNITPRICEAMOUNT>,118,UnitPriceAmount
4188,PER,118,UnitPriceAmount
4189,METRIC,118,UnitPriceAmount
4190,TON,118,UnitPriceAmount
4191,<INCOTERMS>,118,O
4192,QTY,118,O
4193,<UNITPRICEAMOUNT>,118,Quantity
4194,MTS,118,Quantity
4195,OF,118,O
4196,IRON,118,GoodsDescription
4197,AND,118,GoodsDescription
4198,STEEL,118,GoodsDescription
4199,REMELTABLE,118,GoodsDescription
4200,SCRAP,118,GoodsDescription
4201,AT,118,O
4202,USD,118,UnitPriceAmount
4203,<UNITPRICEAMOUNT>,118,UnitPriceAmount
4204,PER,118,UnitPriceAmount
4205,METRIC,118,UnitPriceAmount
4206,TON,118,UnitPriceAmount
4207,AS,118,Incoterms
4208,PER,118,UnitPriceAmount
4209,BENEFICIARY'S,118,O
4210,SALES,118,O
4211,CONTRACT,118,O
4212,/PROFORMA,118,O
4213,INVOICE,118,O
4214,NO.,118,O
4215,VXL/BGI/19/064,118,O
4216,DATED,118,O
4217,<INCOTERMS>,118,O
4218,CFR,119,Incoterms
4219,KEAMARI,119,Incoterms
4220,KARACHI,119,Incoterms
4221,SEAPORT,119,Incoterms
4222,COMPONENTS,119,GoodsDescription
4223,FOR,119,GoodsDescription
4224,MANUFACTURING,119,GoodsDescription
4225,/,119,GoodsDescription
4226,ASSEMBLY,119,GoodsDescription
4227,OF,119,GoodsDescription
4228,HONDA,119,GoodsDescription
4229,MOTORCYCLE,119,GoodsDescription
4230,CD70,119,O
4231,CD,119,O
4232,DREAM,119,O
4233,<QUANTITY>,119,O
4234,PRIDOR,119,O
4235,<QUANTITY>,119,O
4236,CG,119,O
4237,<QUANTITY>,119,O
4238,CG,119,O
4239,<INCOTERMS>,119,O
4240,AND,119,O
4241,CB,119,O
4242,<INCOTERMS>,119,O
4243,AS,119,GoodsDescription
4244,PER,119,O
4245,APPLICANT'S,119,O
4246,PURCHASE,119,O
4247,ORDER,119,O
4248,NO.,119,O
4249,AHL/CKD/009/HTV/2019-20,119,O
4250,DATED,119,O
4251,<DATE>,119,O
4252,AND,119,O
4253,BENEFICIARY'S,119,O
4254,SALES,119,O
4255,CONTRACT,119,O
4256,NO.,119,O
4257,HTV-AHL-1219-01,119,O
4258,DATED,119,O
4259,<DATE>,119,O
4260,CPT,120,Incoterms
4261,KARACHI,120,Incoterms
4262,AIRPORT,120,Incoterms
4263,ORTHOPADIC,120,GoodsDescription
4264,INSTRUMENT,120,GoodsDescription
4265,AND,120,GoodsDescription
4266,EQUIPMENT,120,GoodsDescription
4267,AS,120,O
4268,PER,120,O
4269,BENEFICIARY'S,120,O
4270,PROFORMA,120,O
4271,INVOICE,120,O
4272,NO.,120,O
4273,<QUANTITY>,120,O
4274,DATED,120,O
4275,<DATE>,120,O
4276,CFR,121,Incoterms
4277,KEAMARI,121,Incoterms
4278,SEAPORT,121,Incoterms
4279,COMPONENTS,121,GoodsDescription
4280,FOR,121,GoodsDescription
4281,MANUFACTURING,121,GoodsDescription
4282,/,121,GoodsDescription
4283,ASSEMBLY,121,GoodsDescription
4284,OF,121,GoodsDescription
4285,HONDA,121,GoodsDescription
4286,MOTORCYCLES,121,GoodsDescription
4287,CD70,121,O
4288,CD,121,O
4289,DREAM,121,O
4290,<QUANTITY>,121,O
4291,PRIDOR,121,O
4292,<QUANTITY>,121,O
4293,CG,121,O
4294,<QUANTITY>,121,O
4295,AND,121,O
4296,CG,121,O
4297,<INCOTERMS>,121,O
4298,AS,121,GoodsDescription
4299,PER,121,O
4300,APPLICANT'S,121,O
4301,PURCHASE,121,O
4302,ORDER,121,O
4303,NO.,121,O
4304,AHL/CKD/009/HMC/2019-20,121,O
4305,DATED,121,O
4306,<INCOTERMS>,121,O
4307,AND,121,O
4308,BENEFICIARY'S,121,O
4309,PURCHASE,121,O
4310,CONTRACT,121,O
4311,NO.,121,O
4312,AHL-CD70-040-01,121,O
4313,AHL-CD70-040-03,121,O
4314,AHL-CG125-040-02,121,O
4315,AHL-WHM-0195-00,121,O
4316,AND,121,O
4317,AHL-WHM-0194-00,121,O
4318,ALL,121,O
4319,DATED,121,O
4320,<INCOTERMS>,121,O
4321,FOB,122,Incoterms
4322,ANY,122,Incoterms
4323,INDONESIAN,122,Incoterms
4324,SEAPORT,122,Incoterms
