words,sentence #,tag
ORDER,521,O
NO.,521,O
5154/MC,521,O
DATED,521,O
09.12.19,521,O
AND,521,O
PROFORMA,521,O
INVOICE,521,O
NO.,521,O
ECO/19/12/01,521,O
DATED,521,O
09.12.19,521,O
CFR,522,O
PORT,522,O
QASIM,522,O
PAKISTAN,522,O
PRIME,522,O
UNBLEACHED,522,O
SULPHATE,522,O
PULP,522,O
IN,522,O
SHEETS,522,O
QTY,522,O
400,522,B-NW
ADMT,522,I-NW
OF,522,O
UKP,522,O
ASPA,522,O
E,522,O
FSC,522,O
MIX,522,O
CREDIT,522,O
AT,522,O
THE,522,O
RATE,522,O
USD,522,O
565,522,O
PER,522,O
ADMT,522,O
COMPLETE,522,O
DETAIL,522,O
AS,522,O
PER,522,O
BENEFICIARY'S,522,O
PROFORMA,522,O
INVOICE,522,O
NO.,522,O
CA025261,522,O
DATED,522,O
6122019,522,O
AND,522,O
APPLICANT'S,522,O
PURCHASE,522,O
ORDER,522,O
NO.,522,O
4400005088,522,O
DATED,522,O
9122019,522,O
CFR,523,O
PORT,523,O
QASIM,523,O
/,523,O
KARACHI,523,O
PORT,523,O
PAKISTAN,523,O
QTY,523,O
200,523,B-NW
MT,523,I-NW
OF,523,O
MLLDPE,523,O
1,523,O
MFI,523,O
WITH,523,O
ADDITIVES,523,O
AT,523,O
THE,523,O
RATE,523,O
USD,523,O
765,523,O
PER,523,O
MT,523,O
COMPLETE,523,O
DETAIL,523,O
AS,523,O
PER,523,O
BENEFICIARY'S,523,O
PROFORMA,523,O
INVOICE,523,O
NO.,523,O
SOE/19,523,O
6596,523,O
DATED,523,O
13DEC2019.,523,O
CFR,524,O
KARACHI,524,O
PORT,524,O
PAKISTAN,524,O
QTY,524,O
1,524,B-NW
UNIT,524,I-NW
OLD/USED,524,O
FORKLIFT,524,O
DATSUN,524,O
CHASSIS,524,O
NO,524,O
QF02000308,524,O
ENGINE,524,O
NO.,524,O
SD22,524,O
189650,524,O
COLOUR,524,O
YELLOW,524,O
MODEL,524,O
1990,524,O
3700,524,O
KGS,524,O
AT,524,O
EURO,524,O
1200,524,O
PER,524,O
UNIT,524,O
AS,524,O
PER,524,O
BENEFICIARY'S,524,O
PROFORMA,524,O
INVOICE,524,O
NO.,524,O
NIL,524,O
DATED,524,O
11-Dec-19,524,O
FOB,525,O
ADANA,525,O
AIRPORT,525,O
TURKEY,525,O
QTY,525,O
1,525,B-NW
COMPLETE,525,I-NW
SET,525,I-NW
OF,525,O
DRIP,525,O
IRRIGATION,525,O
SYSTEMS,525,O
FOR,525,O
AGRICULTURE,525,O
PURPOSE,525,O
AS,525,O
PER,525,O
BENEFICIARY'S,525,O
ORDER,525,O
CONFIRMATION,525,O
NO.,525,O
JIEXP08641,525,O
DATED,525,O
12.12.2019,525,O
EXW,526,O
ICI,526,O
PAKISTAN,526,O
LIMITED,526,O
SHEIKHUPURA,526,O
QTY,526,O
50000,526,B-NW
KGS,526,I-NW
OF,526,O
TERYLENE,526,O
POLYESTER,526,O
STAPLE,526,O
FIBRE,526,O
1.2,526,O
DEN,526,O
38/44,526,O
MM,526,O
AT,526,O
THE,526,O
RATE,526,O
PKR,526,O
207.27,526,O
PER,526,O
KG.,526,O
COMPLETE,526,O
DETAIL,526,O
AS,526,O
PER,526,O
BENEFICIARY'S,526,O
QUOTATION,526,O
NO.,526,O
20,526,O
DATED,526,O
12DEC2019.,526,O
FOB,527,O
/,527,O
FCA,527,O
SHANGHAI,527,O
CHINA,527,O
QTY,527,O
6769,527,B-NW
KGS,527,I-NW
COTTON,527,O
MIX,527,O
FABRIC,527,O
(65,527,O
PCT,527,O
POLYESTER,527,O
/,527,O
35,527,O
PCT,527,O
COTTON),527,O
AT,527,O
USD,527,O
6.51,527,O
PER,527,O
KG.AS,527,O
PER,527,O
BENEFICIARY'S,527,O
SALES,527,O
CONFIRMATION,527,O
NO.,527,O
YX19121611,527,O
DATED,527,O
16.12.19,527,O
CFR,528,O
PORT,528,O
QASIM,528,O
PAKISTAN,528,O
QTY,528,O
500,528,B-NW
M/TONS,528,I-NW
SHREDDED,528,O
STEEL,528,O
SCRAP.,528,O
PACKING,528,O
IN,528,O
BULK,528,O
(LOOSE),528,O
BY,528,O
20,528,O
FT,528,O
CONTAINERS,528,O
AT,528,O
USD,528,O
300,528,O
PER,528,O
M/TON,528,O
AS,528,O
PER,528,O
SALES,528,O
CONTRACT,528,O
NO.,528,O
SOE/19,528,O
3827,528,O
DATED,528,O
13.12.19,528,O
CFR,529,O
KARACHI,529,O
SEAPORT,529,O
PAKISTAN,529,O
QTY,529,O
60000,529,B-NW
KGS,529,I-NW
OF,529,O
100,529,O
PCT,529,O
COTTON,529,O
60/1,529,O
COMBED,529,O
COMPACT,529,O
FOR,529,O
WEAVING,529,O
AT,529,O
USD,529,O
3.85,529,O
PER,529,O
KG,529,O
AS,529,O
PER,529,O
SALES,529,O
CONFIRMATION,529,O
CONTRACT,529,O
NO.,529,O
SYZ191128(PS/104),529,O
DATED,529,O
28112019,529,O
CFR,530,O
PORT,530,O
QASIM,530,O
PAKISTAN,530,O
QTY,530,O
1000,530,B-NW
M/TONS,530,I-NW
SHREDDED,530,O
STEEL,530,O
SCRAP,530,O
AS,530,O
PER,530,O
ISRI,530,O
211,530,O
AT,530,O
USD,530,O
298,530,O
PER,530,O
MT.,530,O
AS,530,O
PER,530,O
BENEFICIARY'S,530,O
SALES,530,O
CONTRACT,530,O
NO.1.00/FFSP,530,O
DATED.,530,O
11.12.2019,530,O
EXW,531,O
QTY,531,O
24000,531,B-NW
KGS,531,I-NW
OF,531,O
PVAM,531,O
AT,531,O
THE,531,O
RATE,531,O
PKR,531,O
187,531,O
PER,531,O
KG(INCLUSIVE,531,O
GST,531,O
RATE,531,O
17,531,O
PERCENT),531,O
.COMPLETE,531,O
DETAIL,531,O
AS,531,O
PER,531,O
BENEFICIARY'S,531,O
PROFORMA,531,O
INVOICE,531,O
NO.,531,O
PVAM1472,531,O
DATED,531,O
5122019,531,O
FOB,532,O
ANY,532,O
THAI,532,O
SEAPORT,532,O
COMPONENTS,532,O
FOR,532,O
MANUFACTURING,532,O
OF,532,O
ACG,532,O
FLY,532,O
WHEEL,532,O
AS,532,O
PER,532,O
APPLICANT'S,532,O
PURCHASE,532,O
ORDER,532,O
NO.,532,O
AHTL/PART/010/HTT/201920,532,O
DATED,532,O
22.11.2019,532,O
AND,532,O
BENEFICIARY'S,532,O
P/I,532,O
NO.,532,O
THXPK192895701,532,O
DATED,532,O
22.11.2019,532,O
CFR,533,O
PORT,533,O
QASIM,533,O
PAKISTAN,533,O
QTY,533,O
2000,533,B-NW
M/TONS,533,I-NW
SHEARD,533,O
MELTING,533,O
STEEL,533,O
SCRAP,533,O
AT,533,O
USD,533,O
290,533,O
PER,533,O
MT.,533,O
AS,533,O
PER,533,O
BENEFICIARY'S,533,O
SALES,533,O
CONTRACT,533,O
NO.MGL/PC/PAK/9921/2019,533,O
DATED.,533,O
10-Dec-19,533,O
CFR,534,O
PORT,534,O
QASIM,534,O
PAKISTAN,534,O
QTY,534,O
2000,534,B-NW
ADMT,534,I-NW
CACIA,534,O
BEKP,534,O
ECF,534,O
FSC,534,O
MIX,534,O
CREDIT,534,O
AT,534,O
USD,534,O
505,534,O
PER,534,O
ADMT,534,O
COMPLETE,534,O
DETAIL,534,O
AS,534,O
PER,534,O
BENEFICIARY'S,534,O
PROFORMA,534,O
INVOICE,534,O
NO.,534,O
CA025302,534,O
DATED,534,O
11122019,534,O
AND,534,O
APPLICANT'S,534,O
PURCHASE,534,O
ORDER,534,O
NO.,534,O
4400005098,534,O
DATED,534,O
12122019,534,O
CFR,535,O
KARACHI,535,O
SEAPORT,535,O
PAKISTAN,535,O
1,535,O
QTY,535,O
30,535,B-NW
DRUMS,535,I-NW
OF,535,O
SP/TULUX,535,O
T500,535,O
15W40,535,O
CLASSIC,535,O
CI4/SL/200LS,535,O
AT,535,O
USD,535,O
276,535,O
PER,535,O
DRUM,535,O
2,535,O
QTY,535,O
34,535,B-NW
DRUMS,535,I-NW
OF,535,O
SP/TULUX,535,O
T500,535,O
20W50,535,O
CLASSIC,535,O
CI4/SL/200LS,535,O
AT,535,O
USD,535,O
280,535,O
PER,535,O
DRUM,535,O
3,535,O
QTY,535,O
16,535,B-NW
DRUMS,535,I-NW
SP/LCKD,535,O
680,535,O
INDUSTRIAL,535,O
GEAR,535,O
OIL/200L(S),535,O
AT,535,O
USD,535,O
290,535,O
PER,535,O
DRUM,535,O
AS,535,O
PER,535,O
BENEFICIARY'S,535,O
PROFORMA,535,O
INVOICE,535,O
NO.,535,O
2000012030,535,O
DATED,535,O
9122019,535,O
CFR,536,O
PORT,536,O
QASIM,536,O
PAKISTAN,536,O
1,536,O
QTY,536,O
54,536,B-NW
M.TONS,536,I-NW
FERRO,536,O
SILICON,536,O
MANGANESE,536,O
(90,536,O
PCT,536,O
MINIMUM),536,O
AT,536,O
USD,536,O
988,536,O
PER,536,O
M.TON,536,O
2,536,O
QTY,536,O
81,536,B-NW
M.TONS,536,I-NW
HIGH,536,O
GARBON,536,O
FERRO,536,O
MANGANESE,536,O
SIZE,536,O
50150,536,O
MM,536,O
(90,536,O
PCT,536,O
MINIMUM),536,O
AT,536,O
USD,536,O
968,536,O
PER,536,O
M.TON,536,O
AS,536,O
PER,536,O
PROFORMA,536,O
INVOICE,536,O
NO.,536,O
WMAM522,536,O
DATED,536,O
11122019,536,O
CFR,537,O
KEAMARI,537,O
KARACHI,537,O
SEAPORT,537,O
PAKISTAN,537,O
1QTY,537,O
25000,537,O
PCS,537,O
SPINNING,537,O
BOBBIN,537,O
B1802,537,O
WITH,537,O
STEEL,537,O
SHIELD,537,O
AND,537,O
BUSH,537,O
AT,537,O
USD,537,O
0.205,537,O
PER,537,O
PC.,537,O
2QTY,537,O
25000,537,O
PCS,537,O
RING,537,O
BOBBIN,537,O
W2057,537,O
(MATCH,537,O
CHINA,537,O
BLADE,537,O
TYPR,537,O
SPINDLE,537,O
D3203),537,O
AT,537,O
USD,537,O
0.22,537,O
PER,537,O
PC.,537,O
AS,537,O
PER,537,O
BENEFICIARY'S,537,O
PROFORMA,537,O
INVOICE,537,O
NO.,537,O
WXPS20191108A,537,O
DATED,537,O
15112019,537,O
EXW,538,O
1,538,O
QTY,538,O
1012,538,B-NW
TONS,538,I-NW
PURE,538,O
TEREPHTHALIC,538,O
ACID,538,O
1100,538,O
KGS,538,O
BAG,538,O
AT,538,O
PKR,538,O
110115,538,O
PER,538,O
TON,538,O
PLUS,538,O
17,538,O
PCT,538,O
GST,538,O
PKR,538,O
18944184.6,538,O
AS,538,O
PER,538,O
BENEFICIARY'S,538,O
PROFORMA,538,O
INVOICE,538,O
NO.,538,O
23225,538,O
DATED,538,O
16122019,538,O
1,538,O
QTY,538,O
1012,538,B-NW
TONS,538,I-NW
PURE,538,O
TEREPHTHALIC,538,O
ACID,538,O
1100,538,O
KGS,538,O
BAG,538,O
AT,538,O
PKR,538,O
110115,538,O
PER,538,O
TON,538,O
PLUS,538,O
17,538,O
PCT,538,O
GST,538,O
PKR,538,O
18944184.6,538,O
AS,538,O
PER,538,O
BENEFICIARY'S,538,O
PROFORMA,538,O
INVOICE,538,O
NO.,538,O
23224,538,O
DATED,538,O
16122019,538,O
CPT,539,O
LAHORE,539,O
AIRPORT,539,O
PAKISTAN,539,O
PHARMACEUTICAL,539,O
RAW,539,O
MATERIAL,539,O
OF,539,O
ALLOPATHIC,539,O
GRADE,539,O
QTY,539,O
100,539,B-NW
KGS,539,I-NW
ORPHENADRINE,539,O
CITRATE,539,O
BP,539,O
AT,539,O
USD,539,O
100,539,O
PER,539,O
KG,539,O
AS,539,O
PER,539,O
INDENT,539,O
NO.,539,O
NT11318/201920,539,O
DATED,539,O
15112019,539,O
OF,539,O
M/S,539,O
NOSHAD,539,O
TRADING,539,O
LAHORE,539,O
PAKISTAN,539,O
CFR,540,O
KARACHI,540,O
SEAPORT,540,O
PAKISTAN,540,O
QTY,540,O
17920,540,B-NW
KGS,540,I-NW
DYCROPRINT,540,O
180,540,O
AT,540,O
USD,540,O
1.8,540,O
PER,540,O
KG,540,O
AS,540,O
PER,540,O
BENEFICIARY'S,540,O
PROFORMA,540,O
INVOICE,540,O
NO.,540,O
KR02/20191126U,540,O
DATED,540,O
26112019,540,O
CPT,541,O
LAHORE,541,O
AIRPORT,541,O
PAKISTAN,541,O
1,541,O
QTY,541,O
1,541,B-NW
PC,541,I-NW
OES,541,O
DUODENOSCOPE,541,O
AT,541,O
SGD,541,O
46386,541,O
PER,541,O
PC,541,O
2,541,O
QTY,541,O
1,541,B-NW
PC,541,I-NW
COLONOSCOPE,541,O
AT,541,O
SGD,541,O
57929,541,O
PER,541,O
PC,541,O
AS,541,O
PER,541,O
BENEFICIARY'S,541,O
PROFORMA,541,O
INVOICE,541,O
NO.,541,O
5079786,541,O
DATED,541,O
4122019,541,O
CFR,542,O
KARACHI,542,O
SEAPORT,542,O
/,542,O
PORT,542,O
QASIM,542,O
PAKISTAN,542,O
1,542,O
QTY,542,O
74.25,542,B-NW
M.TONS,542,I-NW
LLDPE,542,O
F1A,542,O
AT,542,O
USD,542,O
810,542,O
PER,542,O
M.TON,542,O
AS,542,O
PER,542,O
BENEFICIARY'S,542,O
PROFORMA,542,O
INVOICE,542,O
NO.,542,O
NA/191136/DEC19,542,O
DATED,542,O
18DEC2019.,542,O
CFR,543,O
KARACHI,543,O
SEAPORT,543,O
PAKISTAN,543,O
QTY,543,O
125000,543,B-NW
METERS,543,I-NW
100,543,O
PCT,543,O
POLYESTER,543,O
MICROFIBER,543,O
FABRIC,543,O
OPTICAL,543,O
BRIGHT,543,O
WHITE,543,O
ONE,543,O
SIDE,543,O
PEACHED,543,O
AT,543,O
USD,543,O
0.515,543,O
PER,543,O
METER,543,O
AS,543,O
PER,543,O
BENEFICIARY'S,543,O
PROFORMA,543,O
INVOICE,543,O
NO.,543,O
FY2019S46,543,O
DATED,543,O
17122019,543,O
CFR,544,O
KARACHI,544,O
PORT/PORT,544,O
QASIM,544,O
PAKISTAN,544,O
QTY,544,O
500,544,B-NW
MT,544,I-NW
REFINED,544,O
BLEACHED,544,O
DEODORIZED,544,O
PALM,544,O
OIL,544,O
SPECIFICATIONS,544,O
FFA,544,O
(AS,544,O
PALMITIC),544,O
0.1,544,O
PCT,544,O
MAX,544,O
M,544,O
AND,544,O
I,544,O
0.1,544,O
PCT,544,O
MAX,544,O
IV,544,O
(WIJS),544,O
5055,544,O
MELTING,544,O
POINT,544,O
37,544,O
DEG,544,O
C,544,O
MAX,544,O
COLOUR,544,O
(5.25,544,O
INCH,544,O
LOVIBOND,544,O
CELL),544,O
3,544,O
RED,544,O
MAX,544,O
AT,544,O
USD,544,O
685,544,O
PER,544,O
MT,544,O
AS,544,O
PER,544,O
APPLICANT'S,544,O
PURCHASE,544,O
ORDER,544,O
NO.,544,O
045/ASTRA/KSD/002/2019,544,O
DATED,544,O
05.12.2019,544,O
AND,544,O
SALES,544,O
CONTRACT,544,O
NO.,544,O
ASK/45492S,544,O
DATED,544,O
03.12.2019,544,O
CFR,545,O
LINER,545,O
OUT,545,O
PORT,545,O
QASIM,545,O
OR,545,O
KARACHI,545,O
SEAPORT,545,O
AS,545,O
PER,545,O
INCOTERMS,545,O
2010,545,O
PRIME,545,O
HOT,545,O
ROLLED,545,O
ALLOY,545,O
STEEL,545,O
SHEET,545,O
IN,545,O
COILS,545,O
GRADE,545,O
JIS,545,O
G3141,545,O
SPCCSD,545,O
ANNEALED,545,O
1),545,O
QTY,545,O
1200,545,B-NW
MT,545,I-NW
THICKNESS,545,O
AND,545,O
WIDTH(MM),545,O
0.57,545,O
X,545,O
1219,545,O
AT,545,O
THE,545,O
RATE,545,O
OF,545,O
USD,545,O
535,545,O
PER,545,O
MT,545,O
2),545,O
QTY,545,O
800,545,B-NW
MT,545,I-NW
THICKNESS,545,O
AND,545,O
WIDTH(MM),545,O
0.67,545,O
X,545,O
1219,545,O
AT,545,O
THE,545,O
RATE,545,O
OF,545,O
USD,545,O
535,545,O
PER,545,O
MT,545,O
3),545,O
QTY,545,O
1800,545,B-NW
MT,545,I-NW
THICKNESS,545,O
AND,545,O
WIDTH(MM),545,O
0.87,545,O
X,545,O
1219,545,O
AT,545,O
THE,545,O
RATE,545,O
OF,545,O
USD,545,O
535,545,O
PER,545,O
MT,545,O
COIL,545,O
WEIGHT,545,O
7MT,545,O
12MT,545,O
FOR,545,O
THICKNESS,545,O
LESS,545,O
THAN,545,O
1MM,545,O
ALL,545,O
OTHER,545,O
DETAILS,545,O
ARE,545,O
AS,545,O
PER,545,O
PROFORMA,545,O
INVOICE,545,O
NO.,545,O
HKJTGJLZLZ1912471X,545,O
DATED,545,O
12.12.2019,545,O
CFR,546,O
LO,546,O
KARACHI,546,O
PORT,546,O
PAKISTAN,546,O
TOTAL,546,O
QTY,546,O
200,546,B-NW
MTS,546,I-NW
CRC,546,O
STEEL,546,O
SHEET,546,O
IN,546,O
COILS,546,O
AT,546,O
USD,546,O
533,546,O
PER,546,O
MT.,546,O
AS,546,O
PER,546,O
BENEFICIARY'S,546,O
SALES,546,O
CONTRACT,546,O
NO.,546,O
S219744,546,O
DATED,546,O
9122019,546,O
CFR,547,O
KEAMARI,547,O
KARACHI,547,O
SEAPORT/PORT,547,O
QASIM,547,O
PAKISTAN,547,O
PHARMACEUTICAL,547,O
ALLOPATHIC,547,O
RAW,547,O
MATERIAL,547,O
QTY,547,O
1000,547,B-NW
KGS,547,I-NW
METRONIDAZOLE,547,O
PLAIN,547,O
BP,547,O
AT,547,O
USD,547,O
9.3,547,O
PER,547,O
KG.,547,O
AS,547,O
PER,547,O
INDENT,547,O
NO.,547,O
65948/2019,547,O
DATED,547,O
19112019,547,O
M/S,547,O
NEON,547,O
CHEMICALS,547,O
LAHORE,547,O
PAKISTAN,547,O
EXW,548,O
1,548,O
QTY,548,O
1,548,B-NW
PC,548,I-NW
PENTA,548,O
SCREEN,548,O
642650125,548,O
AT,548,O
PKR,548,O
2601900,548,O
PER,548,O
PC.,548,O
2,548,O
QTY,548,O
1,548,B-NW
PC,548,I-NW
PENTA,548,O
SCREEN,548,O
643050125,548,O
AT,548,O
PKR,548,O
1344600,548,O
PER,548,O
PC.,548,O
PLUS,548,O
17,548,O
PCT,548,O
GST,548,O
AT,548,O
PKR,548,O
670905,548,O
AS,548,O
PER,548,O
BENEFICIARY'S,548,O
PROFORMA,548,O
INVOICE,548,O
NO.,548,O
19122526,548,O
DATED,548,O
2122019,548,O
CPT,549,O
LAHORE,549,O
AIRPORT,549,O
PAKISTAN,549,O
QTY,549,O
1,549,B-NW
SET,549,I-NW
REFRIGERATED,549,O
CENTRIFUGE,549,O
MACHINE,549,O
UNIVERSAL,549,O
320R,549,O
AT,549,O
EURO,549,O
6250,549,O
AS,549,O
PER,549,O
BENEFICIARY'S,549,O
PROFORMA,549,O
INVOICE,549,O
NO.,549,O
150224,549,O
DATED,549,O
30092019,549,O
CFR,550,O
KARACHI,550,O
PORT,550,O
PAKISTAN,550,O
QTY,550,O
10000,550,B-NW
KG,550,I-NW
LISOLEUCINE,550,O
POULTRY,550,O
FEED,550,O
GRADE,550,O
AT,550,O
USD,550,O
8.8,550,O
PER,550,O
KG,550,O
AS,550,O
PER,550,O
BENEFICIARY'S,550,O
INDENT,550,O
NO.335UM2019,550,O
DATED,550,O
28.11.19,550,O
OF,550,O
M/S,550,O
U.M.,550,O
ENTERPRISES,550,O
(PVT),550,O
LTD,550,O
KARACHI,550,O
PAKISTAN,550,O
CFR,551,O
KARACHI,551,O
SEAPORT,551,O
PAKISTAN,551,O
LABORATORY,551,O
EQUIPMENT,551,O
QTY,551,O
1,551,B-NW
PC,551,I-NW
OF,551,O
ULTRA,551,O
LOW,551,O
TEMPERATURE,551,O
FREEZER,551,O
ULUF,551,O
4502M,551,O
COMPLETE,551,O
DETAIL,551,O
AS,551,O
PER,551,O
BENEFICIARY'S,551,O
PROFORMA,551,O
INVOICE,551,O
NO.,551,O
150223,551,O
DATED,551,O
30092019,551,O
CFR,552,O
KEAMARI,552,O
KARACHI,552,O
PAKISTAN,552,O
QTY,552,O
80,552,O
M.TONS,552,B-NW
ETERSOL,552,I-NW
16122,552,O
AT,552,O
THE,552,O
RATE,552,O
USD,552,O
840,552,O
PER,552,O
M.TON,552,O
COMPLETE,552,O
DETAIL,552,O
AS,552,O
PER,552,O
INDENT,552,O
NO.,552,O
ETERNAL/SL/19620,552,O
DATED,552,O
22102019,552,O
OF,552,O
M/S,552,O
KODVAWALA,552,O
AND,552,O
SONS.,552,O
KARACHI,552,O
PAKISTAN,552,O
CFR,553,O
CCL,553,O
PHARMACEUTICALS,553,O
(PVT),553,O
LTD.,553,O
65,553,O
KOTLAKHPAT,553,O
LAHORE,553,O
PRINTED,553,O
MATERIAL,553,O
(EMPTY,553,O
PRINTED,553,O
CARTONS,553,O
LABELS,553,O
LEAFLETS),553,O
DESCRIPTION,553,O
OF,553,O
GOODS,553,O
QUALITY,553,O
QUANTITY,553,O
AND,553,O
UNIT,553,O
PRICE,553,O
AS,553,O
PER,553,O
BENEFICIARY,553,O
PROFORMA,553,O
INVOICE,553,O
NO.,553,O
P/12/2019/1,553,O
DATED,553,O
05-Dec-19,553,O
MAKING,553,O
GOODS,553,O
VALUE,553,O
FOR,553,O
PKR,553,O
4867752,553,O
PLUS,553,O
17,553,O
PERCENT,553,O
GST,553,O
FOR,553,O
PKR,553,O
827518,553,O
MAKIG,553,O
TOTAL,553,O
INVOICE,553,O
VALUE,553,O
PKR,553,O
5695270/,553,O
CFR,554,O
PORT,554,O
QASIM,554,O
PAKISTAN.,554,O
QTY,554,O
8500,554,O
KGS,554,O
1/80S,554,O
COMBED,554,O
COMPACT,554,O
100,554,B-NW
PCT,554,I-NW
COTTON,554,O
YARN,554,O
FOR,554,O
WEAVING,554,O
AT,554,O
USD,554,O
4.76,554,O
PER,554,O
KG.,554,O
AS,554,O
PER,554,O
SALES,554,O
CONTRACT,554,O
NO.,554,O
DHFZZM191109,554,O
DATED,554,O
09.11.19,554,O
CFR,555,O
KARACHI,555,O
SEAPORT,555,O
PAKISTAN,555,O
QTY,555,O
1000,555,B-NW
MT,555,I-NW
METHANOL,555,O
AT,555,O
USD,555,O
232.63,555,O
PER,555,O
MT,555,O
AS,555,O
PER,555,O
BENEFICIARY'S,555,O
PROFORMA,555,O
INVOICE,555,O
NO.,555,O
CHEM/162563/JANUARY20,555,O
DATED,555,O
19.12.19,555,O
ISSUED,555,O
BY,555,O
SABIC,555,O
PAKISTAN,555,O
PRIVATE,555,O
LIMITED,555,O
KARACHIPAKISTAN.,555,O
CPT,556,O
ISLAMABAD,556,O
AIRPORT,556,O
PAKISTAN,556,O
QTY,556,O
50,556,B-NW
KG,556,I-NW
IMIPENEM,556,O
AND,556,O
CILASTATIN,556,O
SODIUM,556,O
FOR,556,O
INJECTION,556,O
AT,556,O
USD,556,O
1400,556,O
PER,556,O
KG,556,O
AS,556,O
PER,556,O
INDENT,556,O
NO.,556,O
23263,556,O
RM,556,O
DATED,556,O
28.11.19,556,O
OF,556,O
M/S,556,O
MORGAN,556,O
CHEMICALS,556,O
KARACHI,556,O
PAKISTAN,556,O
CPT,557,O
KARACHI,557,O
AIRPORT,557,O
PHARMACEUTICAL,557,O
RAW,557,O
MATERIAL,557,O
QTY,557,O
6,557,B-NW
KGS,557,I-NW
METHYLOESTRENOLONE,557,O
AT,557,O
USD,557,O
4400,557,O
PER,557,O
KG,557,O
AS,557,O
PER,557,O
BENEFICIARY'S,557,O
PROFORMA,557,O
INVOICE,557,O
NO.,557,O
JYY191121A,557,O
DATED,557,O
21.11.19,557,O
CPT,558,O
OPAL,558,O
LABORATORIES,558,O
(PVT),558,O
LTD.,558,O
FACTORY,558,O
KARACHI.,558,O
PHARMACEUTICAL,558,O
ALLOPATHIC,558,O
RAW,558,O
MATERIAL,558,O
-1,558,O
QTY,558,O
100,558,B-NW
KGS,558,I-NW
CEFIXIME,558,O
(COMPACTED),558,O
AT,558,O
PKR,558,O
22000,558,O
PER,558,O
KG,558,O
-2,558,O
QTY,558,O
110,558,B-NW
KGS,558,I-NW
CEFIXIME,558,O
(MICRONIZED),558,O
AT,558,O
PKR,558,O
22000,558,O
PER,558,O
KG,558,O
AS,558,O
PER,558,O
BENEFICIARY'S,558,O
PROFORMA,558,O
INVOICE,558,O
NO.,558,O
9,558,O
DATED,558,O
09.12.2019,558,O
CFR,559,O
KARACHI,559,O
SEAPORT,559,O
PICKLED,559,O
SHEEP,559,O
SKINS,559,O
QTY,559,O
1530,559,B-NW
DOZ,559,I-NW
OF,559,O
PICKLED,559,O
SHEEP,559,O
SKINS,559,O
AS,559,O
PER,559,O
BENEFICIARY'S,559,O
PROFORMA,559,O
INVOICE,559,O
NO.038,559,O
DT,559,O
16.12.2019,559,O
FOB,560,O
SHENZHEN,560,O
PORT,560,O
CHINA,560,O
/,560,O
FCA,560,O
ANY,560,O
CHINA,560,O
AIRPORT,560,O
QTY,560,O
20000,560,B-NW
YARDS,560,I-NW
ELASTIC,560,O
AT,560,O
USD,560,O
0.48,560,O
PER,560,O
YARD,560,O
AS,560,O
PER,560,O
BENEFICIARY'S,560,O
PROFORMA,560,O
INVOICE,560,O
NO.,560,O
PISUNFAC191206,560,O
DATED,560,O
06.12.19,560,O
CFR,561,O
PORT,561,O
QASIM,561,O
/,561,O
KARACHI,561,O
SEAPORT,561,O
PAKISTAN,561,O
QTY,561,O
500,561,B-NW
M.TONS,561,I-NW
(1102300,561,O
LBS),561,O
AMERICAN,561,O
RAW,561,O
COTTON,561,O
2019/2020,561,O
CROP,561,O
AT,561,O
US,561,O
CENTS,561,O
73.07,561,O
PER,561,O
LB,561,O
AS,561,O
PER,561,O
BENEFICIARY'S,561,O
PROFORMA,561,O
INVOICE,561,O
NO.,561,O
ATSPH1902KDJ,561,O
DATED,561,O
17.10.2019,561,O
CFR,562,O
KARACHI,562,O
SEAPORT,562,O
PAKISTAN,562,O
QTY,562,O
18,562,B-NW
MTS,562,I-NW
ISO,562,O
PROPYLOL,562,O
AT,562,O
THE,562,O
RATE,562,O
USD,562,O
780,562,O
PER,562,O
MT,562,O
COOMPLETE,562,O
DETAIL,562,O
AS,562,O
PER,562,O
INDENT,562,O
NO.,562,O
33190218,562,O
DATED,562,O
10-Dec-19,562,O
OF,562,O
ARFEEN,562,O
INTERNATIONAL,562,O
(PVT)LTD,562,O
KARACHI,562,O
PAKISTAN.,562,O
FOB,563,O
ANY,563,O
CHINESE,563,O
PORT,563,O
2/S,563,O
COATED,563,O
PACKAGING,563,O
BOARD,563,O
(POPLAR),563,O
IN,563,O
REELS,563,O
AS,563,O
PER,563,O
BENEFICIARY'S,563,O
SALES,563,O
CONTRACT,563,O
NO.,563,O
S19110284,563,O
DATED,563,O
25.11.19,563,O
FOB,564,O
ANY,564,O
CHINA,564,O
SEAPORT,564,O
/,564,O
FCA,564,O
ANY,564,O
CHINA,564,O
AIRPORT,564,O
TOTAL,564,O
QTY,564,O
8040,564,O
PAIRS,564,O
OF,564,O
RUBBER,564,O
OUTSOLE,564,O
AS,564,O
PER,564,O
BENEFICIARY'S,564,O
PROFORMA,564,O
INVOICE,564,O
NO.,564,O
TR19120301,564,O
DATED,564,O
03.12.19,564,O
CFR,565,O
KEAMARI,565,O
KARACHI,565,O
SEAPORT/PORT,565,O
QASIM,565,O
PAKISTAN,565,O
QTY,565,O
30,565,B-NW
MTS,565,I-NW
OF,565,O
LOW,565,O
DENSITY,565,O
POLYETHYLENE,565,O
MEDICAL,565,O
GRADE,565,O
GRADE,565,O
BB,565,O
120,565,O
AT,565,O
THE,565,O
RATE,565,O
