,id,words,sentence #,tag
10562,10562,CPT,291,Incoterms
10563,10563,KARACHI,291,Incoterms
10564,10564,AIRPORT,291,Incoterms
10565,10565,PAKISTAN,291,Incoterms
10566,10566,TOTAL,291,O
10567,10567,QUANTITY,291,O
10568,10568,[QUANTITY],291,Quantity
10569,10569,VIALS,291,Quantity
10570,10570,MEDICAMENTS,291,GoodsDescription
10571,10571,(BIOLOGICAL,291,GoodsDescription
10572,10572,PRODUCTS),291,GoodsDescription
10573,10573,AS,291,O
10574,10574,PER,291,O
10575,10575,BENEFICIARY'S,291,O
10576,10576,PROFORMA,291,O
10577,10577,INVOICE,291,O
10578,10578,NO.,291,O
10579,10579,PRO-1380R,291,O
10580,10580,DATED,291,O
10581,10581,[INCOTERMS],291,O
10582,10582,CPT,292,Incoterms
10583,10583,KARACHI,292,Incoterms
10584,10584,AIRPORT,292,Incoterms
10585,10585,PAKISTAN,292,Incoterms
10586,10586,MEDICAMENTS,292,GoodsDescription
10587,10587,(BIOLOGICAL,292,GoodsDescription
10588,10588,PRODUCTS),292,GoodsDescription
10589,10589,TOTAL,292,O
10590,10590,QTY,292,O
10591,10591,[QUANTITY],292,O
10592,10592,VIALS,292,Quantity
10593,10593,HL-GLOBIN,292,GoodsDescription
10594,10594,HUMAN,292,GoodsDescription
10595,10595,IMMUNOGLOBULIN,292,GoodsDescription
10596,10596,(PH4),292,O
10597,10597,FOR,292,O
10598,10598,INTRAVENOUS,292,O
10599,10599,INJECTION,292,O
10600,10600,AT,292,O
10601,10601,USD,292,UnitPriceAmount
10602,10602,[UNITPRICEAMOUNT],292,UnitPriceAmount
10603,10603,PER,292,UnitPriceAmount
10604,10604,VIAL,292,Quantity
10605,10605,AS,292,O
10606,10606,PER,292,UnitPriceAmount
10607,10607,BENEFICIARY'S,292,O
10608,10608,PROFORMA,292,O
10609,10609,INVOICE,292,O
10610,10610,NO.,292,O
10611,10611,HL201901-PAK,292,O
10612,10612,DATED,292,O
10613,10613,[INCOTERMS],292,O
10614,10614,CFR,293,Incoterms
10615,10615,KARACHI,293,Incoterms
10616,10616,PORT,293,Incoterms
10617,10617,QTY,293,O
10618,10618,[UNITPRICEAMOUNT],293,Quantity
10619,10619,M/TONS,293,Quantity
10620,10620,MELAMINE,293,GoodsDescription
10621,10621,AT,293,O
10622,10622,THE,293,O
10623,10623,RATE,293,O
10624,10624,OF,293,O
10625,10625,USD,293,UnitPriceAmount
10626,10626,[UNITPRICEAMOUNT],293,UnitPriceAmount
10627,10627,PER,293,UnitPriceAmount
10628,10628,M/TON,293,UnitPriceAmount
10629,10629,AS,293,O
10630,10630,PER,293,UnitPriceAmount
10631,10631,BENEFICIARY'S,293,O
10632,10632,PROFORMA,293,O
10633,10633,INVOICE,293,O
10634,10634,NO.,293,O
10635,10635,E1B3901535,293,O
10636,10636,DATED,293,O
10637,10637,[INCOTERMS],293,O
10638,10638,CFR,294,Incoterms
10639,10639,KARACHI,294,Incoterms
10640,10640,PORT,294,Incoterms
10641,10641,/,294,Incoterms
10642,10642,PORT,294,Incoterms
10643,10643,QASIM,294,Incoterms
10644,10644,PAKISTAN,294,Incoterms
10645,10645,QTY,294,O
10646,10646,[UNITPRICEAMOUNT],294,O
10647,10647,KGS,294,Quantity
10648,10648,[INCOTERMS],294,O
10649,10649,COTTON,294,GoodsDescription
10650,10650,CD,294,O
10651,10651,NE,294,O
10652,10652,[INCOTERMS],294,O
10653,10653,RING,294,O
10654,10654,SPUN,294,O
10655,10655,UNWAXED,294,O
10656,10656,YARN,294,GoodsDescription
10657,10657,FOR,294,O
10658,10658,WEAVING,294,O
10659,10659,AT,294,O
10660,10660,USD,294,UnitPriceAmount
10661,10661,[UNITPRICEAMOUNT],294,UnitPriceAmount
10662,10662,PER,294,UnitPriceAmount
10663,10663,KG,294,UnitPriceAmount
10664,10664,AS,294,Incoterms
10665,10665,PER,294,UnitPriceAmount
10666,10666,BENEFICIARY'S,294,O
10667,10667,SALES,294,O
10668,10668,CONTRACT,294,O
10669,10669,NO.,294,O
10670,10670,[INCOTERMS],294,O
10671,10671,DATED,294,O
10672,10672,[DATE],294,O
10673,10673,CFR,295,Incoterms
10674,10674,KARACHI,295,Incoterms
10675,10675,SEAPORT,295,Incoterms
10676,10676,/,295,Incoterms
10677,10677,PORT,295,Incoterms
10678,10678,QASIM,295,Incoterms
10679,10679,PAKISTAN,295,Incoterms
10680,10680,TOTAL,295,O
10681,10681,QTY,295,O
10682,10682,[QUANTITY],295,Quantity
10683,10683,UNIT,295,Quantity
10684,10684,CENTRIFUGAL,295,GoodsDescription
10685,10685,AIR,295,GoodsDescription
10686,10686,COMPRESSOR,295,GoodsDescription
10687,10687,MODEL,295,O
10688,10688,ZH,295,O
10689,10689,PLUS,295,O
10690,10690,[INCOTERMS],295,O
10691,10691,WITH,295,O
10692,10692,ESSENTIAL,295,O
10693,10693,ACCESSORIES,295,O
10694,10694,AND,295,O
10695,10695,PARTS,295,O
10696,10696,AT,295,O
10697,10697,EUR,295,UnitPriceAmount
10698,10698,[QUANTITY],295,O
10699,10699,PER,295,UnitPriceAmount
10700,10700,UNIT,295,Quantity
10701,10701,AS,295,Incoterms
10702,10702,PER,295,UnitPriceAmount
10703,10703,BENEFICIARY'S,295,O
10704,10704,PROFORMA,295,O
10705,10705,INVOICE,295,O
10706,10706,NO.,295,O
10707,10707,ACP/OFA/180113,295,O
10708,10708,DATED,295,O
10709,10709,[INCOTERMS],295,O
10710,10710,AND,295,O
10711,10711,APPLICANT'S,295,O
10712,10712,PURCHASE,295,O
10713,10713,ORDER,295,O
10714,10714,NO.,295,O
10715,10715,[QUANTITY],295,O
10716,10716,DATED,295,O
10717,10717,[DATE],295,O
10718,10718,CFR,296,Incoterms
10719,10719,KARACHI,296,Incoterms
10720,10720,QTY,296,O
10721,10721,[QUANTITY],296,Quantity
10722,10722,BAGS,296,Quantity
10723,10723,(20000,296,O
10724,10724,LBS),296,O
10725,10725,[INCOTERMS],296,GoodsDescription
10726,10726,CM,296,GoodsDescription
10727,10727,HOS,296,GoodsDescription
10728,10728,WXD,296,GoodsDescription
10729,10729,COMPACT,296,GoodsDescription
10730,10730,(BCI,296,GoodsDescription
10731,10731,COTTON),296,GoodsDescription
10732,10732,AT,296,O
10733,10733,PKR,296,UnitPriceAmount
10734,10734,[UNITPRICEAMOUNT],296,UnitPriceAmount
10735,10735,PER,296,UnitPriceAmount
10736,10736,LB,296,Quantity
10737,10737,+,296,O
10738,10738,[QUANTITY],296,O
10739,10739,PCT,296,O
10740,10740,GST,296,O
10741,10741,AS,296,O
10742,10742,PER,296,UnitPriceAmount
10743,10743,BENEFICIARY'S,296,O
10744,10744,PROFORMA,296,O
10745,10745,INVOICE,296,O
10746,10746,NO.,296,O
10747,10747,PKTL/PF-0648-49/2019-20,296,O
10748,10748,DATED,296,O
10749,10749,[DATE],296,O
10750,10750,CFR,297,Incoterms
10751,10751,KARACHI,297,Incoterms
10752,10752,PORT,297,Incoterms
10753,10753,QTY,297,O
10754,10754,[UNITPRICEAMOUNT],297,Quantity
10755,10755,M/TONS,297,Quantity
10756,10756,MELAMINE,297,GoodsDescription
10757,10757,AT,297,O
10758,10758,THE,297,O
10759,10759,RATE,297,O
10760,10760,OF,297,O
10761,10761,USD,297,UnitPriceAmount
10762,10762,[UNITPRICEAMOUNT],297,UnitPriceAmount
10763,10763,PER,297,UnitPriceAmount
10764,10764,M/TON,297,Quantity
10765,10765,AS,297,O
10766,10766,PER,297,UnitPriceAmount
10767,10767,BENEFICIARY'S,297,O
10768,10768,PROFORMA,297,O
10769,10769,INVOICE,297,O
10770,10770,NO.,297,O
10771,10771,E1B3901705,297,O
10772,10772,DATED,297,O
10773,10773,[INCOTERMS],297,O
10774,10774,CFR,298,Incoterms
10775,10775,KARACHI,298,Incoterms
10776,10776,PORT,298,Incoterms
10777,10777,QTY,298,O
10778,10778,[UNITPRICEAMOUNT],298,Quantity
10779,10779,MT,298,UnitPriceAmount
10780,10780,TRI,298,GoodsDescription
10781,10781,ETHANOLAMINE,298,GoodsDescription
10782,10782,GRADE,298,O
10783,10783,SABIC,298,O
10784,10784,TEA99,298,O
10785,10785,AT,298,O
10786,10786,USD,298,UnitPriceAmount
10787,10787,[UNITPRICEAMOUNT],298,UnitPriceAmount
10788,10788,PER,298,UnitPriceAmount
10789,10789,MT,298,UnitPriceAmount
10790,10790,PACKED,298,O
10791,10791,IN,298,GoodsDescription
10792,10792,HDPE,298,O
10793,10793,DRUM,298,O
10794,10794,AS,298,O
10795,10795,PER,298,UnitPriceAmount
10796,10796,BENEFICIARY'S,298,O
10797,10797,PROFORMA,298,O
10798,10798,INVOICE,298,O
10799,10799,NO.,298,O
10800,10800,CHEM/162553/DECEMBER-2019,298,O
10801,10801,DATED,298,O
10802,10802,[INCOTERMS],298,O
10803,10803,CFR,299,Incoterms
10804,10804,KARACHI,299,Incoterms
10805,10805,SEAPORT,299,Incoterms
10806,10806,PAKISTAN,299,Incoterms
10807,10807,DISCOFIX,299,GoodsDescription
10808,10808,/,299,GoodsDescription
10809,10809,PENCAN,299,GoodsDescription
10810,10810,AS,299,O
10811,10811,PER,299,O
10812,10812,BENEFICIARY'S,299,O
10813,10813,PROFORMA,299,O
10814,10814,INVOICE,299,O
10815,10815,NO.,299,O
10816,10816,[QUANTITY],299,O
10817,10817,DATED,299,O
10818,10818,[DATE],299,O
10819,10819,CFR,300,Incoterms
10820,10820,KARACHI,300,Incoterms
10821,10821,SEAPORT,300,Incoterms
10822,10822,PAKISTAN,300,Incoterms
10823,10823,QTY,300,O
10824,10824,[QUANTITY],300,Quantity
10825,10825,KGS,300,Quantity
10826,10826,BEAD,300,GoodsDescription
10827,10827,WIRE,300,GoodsDescription
10828,10828,DIA,300,O
10829,10829,[INCOTERMS],300,O
10830,10830,AT,300,O
10831,10831,USD,300,UnitPriceAmount
10832,10832,[UNITPRICEAMOUNT],300,UnitPriceAmount
10833,10833,PER,300,UnitPriceAmount
10834,10834,KG,300,Quantity
10835,10835,AS,300,O
10836,10836,PER,300,UnitPriceAmount
10837,10837,BENEFICIARY'S,300,O
10838,10838,PROFORMA,300,O
10839,10839,INVOICE/CONTRACT,300,O
10840,10840,NO.,300,O
10841,10841,SERVICE/JAN20/BW,300,O
10842,10842,DATED,300,O
10843,10843,[INCOTERMS],300,O
10844,10844,SOFTWARE,301,O
10845,10845,ENGINEERING,301,O
10846,10846,SERVICES,301,O
10847,10847,INCLUDING,301,O
10848,10848,AS,301,O
10849,10849,PER,301,O
10850,10850,FOLLOWING,301,O
10851,10851,SCOPE,301,O
10852,10852,OF,301,O
10853,10853,WORK,301,O
10854,10854,(A),301,O
10855,10855,PLC,301,O
10856,10856,LOGIC,301,O
10857,10857,DEVELOPMENTS,301,O
10858,10858,(B),301,O
10859,10859,OS/HMI,301,O
10860,10860,SCREENS,301,O
10861,10861,DEVELOPMENTS,301,O
10862,10862,(C),301,O
10863,10863,[INCOTERMS],301,O
10864,10864,PARTY,301,O
10865,10865,INTERFACES,301,O
10866,10866,(D),301,O
10867,10867,HISTORICAL,301,O
10868,10868,DATA,301,O
10869,10869,STORING,301,O
10870,10870,(E),301,O
10871,10871,BATCH,301,O
10872,10872,REPORTING,301,O
10873,10873,(F),301,O
10874,10874,SUPPORT,301,O
10875,10875,IN,301,O
10876,10876,COMMISSIONING,301,O
10877,10877,(G),301,O
10878,10878,SYSTEM,301,O
10879,10879,INTEGRATION,301,O
10880,10880,VERIFICATION,301,O
10881,10881,PROCEDURES,301,O
10882,10882,AS,301,O
10883,10883,PER,301,O
10884,10884,BENEFICIARY'S,301,O
10885,10885,PROFORMA,301,O
10886,10886,INVOICE,301,O
10887,10887,NO.,301,O
10888,10888,FZE/1920/PI022,301,O
10889,10889,DATED,301,O
10890,10890,[DATE],301,O
10891,10891,AND,301,O
10892,10892,APPLICANT'S,301,O
10893,10893,PURCHASE,301,O
10894,10894,ORDER,301,O
10895,10895,NO.,301,O
10896,10896,[QUANTITY],301,O
10897,10897,DATED,301,O
10898,10898,[DATE],301,O
10899,10899,FCA,302,Incoterms
10900,10900,TOKYO,302,Incoterms
10901,10901,AIRPORT,302,Incoterms
10902,10902,NIKON,302,O
10903,10903,LABORATORY,302,O
10904,10904,MICROSCOPES,302,GoodsDescription
10905,10905,DETAILS,302,O
10906,10906,AS,302,O
10907,10907,PER,302,O
10908,10908,BENEFICIARY'S,302,O
10909,10909,PROFORMA,302,O
10910,10910,INVOICE,302,O
10911,10911,NO.,302,O
10912,10912,[INCOTERMS],302,O
10913,10913,DATED,302,O
10914,10914,[INCOTERMS],302,O
10915,10915,CFR,303,Incoterms
10916,10916,KARACHI,303,Incoterms
10917,10917,PORT,303,Incoterms
10918,10918,QTY,303,O
10919,10919,[UNITPRICEAMOUNT],303,Quantity
10920,10920,M/TONS,303,Quantity
10921,10921,OLEIC,303,GoodsDescription
10922,10922,ACID,303,GoodsDescription
10923,10923,[INCOTERMS],303,O
10924,10924,MIN,303,O
10925,10925,AT,303,O
10926,10926,THE,303,O
10927,10927,RATE,303,O
10928,10928,OF,303,O
10929,10929,USD,303,UnitPriceAmount
10930,10930,[UNITPRICEAMOUNT],303,UnitPriceAmount
10931,10931,PER,303,UnitPriceAmount
10932,10932,M/TON,303,Quantity
10933,10933,PACKED,303,O
10934,10934,IN,303,O
10935,10935,[QUANTITY],303,O
10936,10936,KG,303,O
10937,10937,NET,303,O
10938,10938,HDPE,303,O
10939,10939,KORTACID,303,O
10940,10940,DRUMS,303,O
10941,10941,(NON-PALLETIZED),303,O
10942,10942,AS,303,O
10943,10943,PER,303,UnitPriceAmount
10944,10944,BENEFICIARY'S,303,O
10945,10945,PROFORMA,303,O
10946,10946,INVOICE,303,O
10947,10947,NO.,303,O
10948,10948,[INCOTERMS],303,O
10949,10949,DATED,303,O
10950,10950,[DATE],303,O
10951,10951,FOB,304,Incoterms
10952,10952,CHITTAGONG,304,Incoterms
10953,10953,PORT,304,Incoterms
10954,10954,BANGLADESH,304,Incoterms
10955,10955,COTTON,304,GoodsDescription
10956,10956,AND,304,GoodsDescription
10957,10957,POLYESTER,304,GoodsDescription
10958,10958,REGULAR,304,GoodsDescription
10959,10959,STRETCH,304,GoodsDescription
10960,10960,DENIM,304,GoodsDescription
10961,10961,[INCOTERMS],304,O
10962,10962,QTY,304,O
10963,10963,[UNITPRICEAMOUNT],304,Quantity
10964,10964,METERS,304,Quantity
10965,10965,AT,304,O
10966,10966,USD,304,UnitPriceAmount
10967,10967,[UNITPRICEAMOUNT],304,UnitPriceAmount
10968,10968,PER,304,UnitPriceAmount
10969,10969,MTR.,304,O
10970,10970,[INCOTERMS],304,O
10971,10971,QTY,304,O
10972,10972,[UNITPRICEAMOUNT],304,Quantity
10973,10973,METER,304,Quantity
10974,10974,AT,304,O
10975,10975,USD,304,UnitPriceAmount
10976,10976,[UNITPRICEAMOUNT],304,UnitPriceAmount
10977,10977,PER,304,UnitPriceAmount
10978,10978,MTR.,304,O
10979,10979,AS,304,O
10980,10980,PER,304,UnitPriceAmount
10981,10981,BENEFICIARY'S,304,O
10982,10982,PROFORMA,304,O
10983,10983,INVOICE,304,O
10984,10984,NO.,304,O
10985,10985,MDL/PI/C1330/19/10862,304,O
10986,10986,DATED,304,O
10987,10987,02-12-2019.,304,O
10988,10988,CFR,305,Incoterms
10989,10989,KARACHI,305,Incoterms
10990,10990,PORT,305,Incoterms
10991,10991,PAKISTAN,305,Incoterms
10992,10992,QTY,305,O
10993,10993,[UNITPRICEAMOUNT],305,Quantity
10994,10994,M/TONS,305,Quantity
10995,10995,PALMERA,305,GoodsDescription
10996,10996,REFINED,305,GoodsDescription
10997,10997,GLYCERINE,305,GoodsDescription
10998,10998,USP,305,O
10999,10999,[UNITPRICEAMOUNT],305,O
11000,11000,PERCENT,305,O
11001,11001,LIQUID,305,O
11002,11002,AT,305,O
11003,11003,USD,305,UnitPriceAmount
11004,11004,[UNITPRICEAMOUNT],305,UnitPriceAmount
11005,11005,PER,305,UnitPriceAmount
11006,11006,MT.,305,O
11007,11007,DETAILS,305,O
11008,11008,AS,305,O
11009,11009,PER,305,UnitPriceAmount
11010,11010,PROFORMA,305,O
11011,11011,INVOICE,305,O
11012,11012,NO.,305,O
11013,11013,PI,305,O
11014,11014,[QUANTITY],305,O
11015,11015,DATED,305,O
11016,11016,[INCOTERMS],305,O
11017,11017,CPT,306,Incoterms
11018,11018,LAHORE,306,Incoterms
11019,11019,AIRPORT,306,Incoterms
11020,11020,CELLULAR,306,GoodsDescription
11021,11021,MOBILE,306,GoodsDescription
11022,11022,PHONE,306,GoodsDescription
11023,11023,INCLUDING,306,GoodsDescription
11024,11024,ITS,306,GoodsDescription
11025,11025,BATTERY,306,GoodsDescription
11026,11026,AND,306,GoodsDescription
11027,11027,ONE,306,GoodsDescription
11028,11028,BATTERY,306,GoodsDescription
11029,11029,CHARGER,306,GoodsDescription
11030,11030,(1),306,O
11031,11031,QTY,306,O
11032,11032,[QUANTITY],306,Quantity
11033,11033,PCS,306,Quantity
11034,11034,INFINIX,306,GoodsDescription
11035,11035,HOT,306,GoodsDescription
11036,11036,[QUANTITY],306,UnitPriceAmount
11037,11037,X650C,306,GoodsDescription
11038,11038,MOBILE,306,GoodsDescription
11039,11039,PHONE,306,GoodsDescription
11040,11040,[INCOTERMS],306,O
11041,11041,AT,306,GoodsDescription
11042,11042,THE,306,O
11043,11043,RATE,306,O
11044,11044,OF,306,O
11045,11045,USD,306,UnitPriceAmount
11046,11046,[UNITPRICEAMOUNT],306,UnitPriceAmount
11047,11047,PER,306,UnitPriceAmount
11048,11048,PC,306,UnitPriceAmount
11049,11049,(2),306,O
11050,11050,QTY,306,O
11051,11051,[QUANTITY],306,Quantity
11052,11052,PCS,306,Quantity
11053,11053,INFINIX,306,GoodsDescription
11054,11054,HOT,306,GoodsDescription
11055,11055,S5,306,GoodsDescription
11056,11056,X652,306,GoodsDescription
11057,11057,MOBILE,306,GoodsDescription
11058,11058,PHONE,306,GoodsDescription
11059,11059,AT,306,GoodsDescription
11060,11060,THE,306,O
11061,11061,RATE,306,O
11062,11062,OF,306,O
11063,11063,USD,306,UnitPriceAmount
11064,11064,[UNITPRICEAMOUNT],306,UnitPriceAmount
11065,11065,PER,306,UnitPriceAmount
11066,11066,PC,306,UnitPriceAmount
11067,11067,(3),306,O
11068,11068,QTY,306,O
11069,11069,[QUANTITY],306,Quantity
11070,11070,PCS,306,Quantity
11071,11071,INFINIX,306,GoodsDescription
11072,11072,S5,306,GoodsDescription
11073,11073,X652A,306,GoodsDescription
11074,11074,MOBILE,306,GoodsDescription
11075,11075,PHONE,306,GoodsDescription
11076,11076,AT,306,GoodsDescription
11077,11077,THE,306,O
11078,11078,RATE,306,O
11079,11079,OF,306,O
11080,11080,USD,306,UnitPriceAmount
11081,11081,[UNITPRICEAMOUNT],306,UnitPriceAmount
11082,11082,PER,306,UnitPriceAmount
11083,11083,PC,306,UnitPriceAmount
11084,11084,(4),306,O
11085,11085,QTY,306,O
11086,11086,[QUANTITY],306,Quantity
11087,11087,PCS,306,Quantity
11088,11088,INFINIX,306,GoodsDescription
11089,11089,S5,306,GoodsDescription
11090,11090,LITE,306,GoodsDescription
11091,11091,X652B,306,GoodsDescription
11092,11092,MOBILE,306,GoodsDescription
11093,11093,PHONE,306,GoodsDescription
11094,11094,AT,306,GoodsDescription
11095,11095,THE,306,O
11096,11096,RATE,306,O
11097,11097,OF,306,O
11098,11098,USD,306,UnitPriceAmount
11099,11099,[UNITPRICEAMOUNT],306,UnitPriceAmount
11100,11100,PER,306,UnitPriceAmount
11101,11101,PC,306,UnitPriceAmount
11102,11102,(4),306,O
11103,11103,QTY,306,O
11104,11104,[QUANTITY],306,Quantity
11105,11105,PCS,306,Quantity
11106,11106,INFINIX,306,GoodsDescription
11107,11107,SMART4,306,GoodsDescription
11108,11108,X653C,306,GoodsDescription
11109,11109,MOBILE,306,GoodsDescription
11110,11110,PHONE,306,GoodsDescription
11111,11111,[INCOTERMS],306,O
11112,11112,AT,306,GoodsDescription
11113,11113,THE,306,O
11114,11114,RATE,306,O
11115,11115,OF,306,O
11116,11116,USD,306,UnitPriceAmount
11117,11117,[UNITPRICEAMOUNT],306,UnitPriceAmount
11118,11118,PER,306,UnitPriceAmount
11119,11119,PC,306,UnitPriceAmount
11120,11120,AS,306,O
11121,11121,PER,306,UnitPriceAmount
11122,11122,BENEFICIARY'S,306,O
11123,11123,PROFORMA,306,O
11124,11124,INVOICE,306,O
11125,11125,NO.,306,O
11126,11126,XPK-MAP9120601,306,O
11127,11127,DATED,306,O
11128,11128,[DATE],306,O
11129,11129,CFR,307,Incoterms
11130,11130,KARACHI,307,Incoterms
11131,11131,SEAPORT,307,Incoterms
11132,11132,PAKISTAN,307,Incoterms
11133,11133,QTY,307,O
11134,11134,[QUANTITY],307,Quantity
11135,11135,KGS,307,Quantity
11136,11136,HYBRID,307,GoodsDescription
11137,11137,RICE,307,GoodsDescription
11138,11138,SEED,307,GoodsDescription
11139,11139,DIAMOND,307,GoodsDescription
11140,11140,[INCOTERMS],307,O
11141,11141,IN,307,O
11142,11142,BULK,307,O
11143,11143,AT,307,O
11144,11144,USD,307,UnitPriceAmount
11145,11145,[UNITPRICEAMOUNT],307,UnitPriceAmount
11146,11146,PER,307,UnitPriceAmount
11147,11147,KG,307,Quantity
11148,11148,AS,307,O
11149,11149,PER,307,UnitPriceAmount
11150,11150,BENEFICIARY'S,307,O
11151,11151,PROFORMA,307,O
11152,11152,INVOICE,307,O
11153,11153,NO.,307,O
11154,11154,W1910018,307,O
11155,11155,DATED,307,O
11156,11156,[INCOTERMS],307,O
11157,11157,CFR,308,Incoterms
11158,11158,PORT,308,Incoterms
11159,11159,QASIM,308,Incoterms
11160,11160,PAKISTAN,308,Incoterms
11161,11161,COLD,308,GoodsDescription
11162,11162,ROLLED,308,GoodsDescription
11163,11163,GRAIN,308,GoodsDescription
11164,11164,ORIENTED,308,GoodsDescription
11165,11165,SILICON,308,GoodsDescription
11166,11166,ELECTRICAL,308,GoodsDescription
11167,11167,STEEL,308,GoodsDescription
11168,11168,SHEET,308,GoodsDescription
11169,11169,[INCOTERMS],308,O
11170,11170,[UNITPRICEAMOUNT],308,O
11171,11171,KGS(+/-,308,O
11172,11172,[QUANTITY],308,UnitPriceAmount
11173,11173,PCT),308,O
11174,11174,OF,308,O
11175,11175,(IA),308,O
11176,11176,COLD,308,GoodsDescription
11177,11177,ROLLED,308,GoodsDescription
11178,11178,GRAIN,308,GoodsDescription
11179,11179,ORIENTED,308,GoodsDescription
11180,11180,SILICON,308,GoodsDescription
11181,11181,ELECTRICAL,308,GoodsDescription
11182,11182,STEEL,308,GoodsDescription
11183,11183,SHEET,308,GoodsDescription
11184,11184,WITH,308,GoodsDescription
11185,11185,INORGANIC,308,GoodsDescription
11186,11186,INSULATION,308,GoodsDescription
11187,11187,BOTH,308,GoodsDescription
11188,11188,SIDE,308,GoodsDescription
11189,11189,IN,308,GoodsDescription
11190,11190,ROLLS,308,GoodsDescription
11191,11191,GRADE,308,O
11192,11192,H,308,GoodsDescription
11193,11193,[INCOTERMS],308,O
11194,11194,CORE,308,O
11195,11195,LOSS,308,O
11196,11196,MAX,308,O
11197,11197,[INCOTERMS],308,O
11198,11198,AT,308,GoodsDescription
11199,11199,[INCOTERMS],308,O
11200,11200,AND,308,O
11201,11201,[INCOTERMS],308,O
11202,11202,COIL,308,O
11203,11203,SIZE,308,O
11204,11204,[INCOTERMS],308,O
11205,11205,X,308,O
11206,11206,[INCOTERMS],308,O
11207,11207,X,308,O
11208,11208,COIL(MAX.COIL,308,O
11209,11209,WEIGHT,308,O
11210,11210,[QUANTITY],308,O
11211,11211,M/TON)CCORDING,308,O
11212,11212,TO,308,O
11213,11213,EN,308,GoodsDescription
11214,11214,[QUANTITY],308,O
11215,11215,AT,308,GoodsDescription
11216,11216,THE,308,O
11217,11217,RATE,308,O
11218,11218,USD,308,UnitPriceAmount
11219,11219,[UNITPRICEAMOUNT],308,UnitPriceAmount
11220,11220,PER,308,UnitPriceAmount
11221,11221,KG,308,UnitPriceAmount
11222,11222,AS,308,Incoterms
11223,11223,PER,308,UnitPriceAmount
11224,11224,BENEFICIARY'S,308,O
11225,11225,PROFORMA,308,O
11226,11226,INVOICE,308,O
11227,11227,NO.,308,O
11228,11228,[QUANTITY],308,O
11229,11229,DATED,308,O
11230,11230,03-12-2019.,308,O
11231,11231,CFR,309,Incoterms
11232,11232,KARACHI,309,Incoterms
11233,11233,SEAPORT,309,Incoterms
11234,11234,PAKISTAN,309,Incoterms
11235,11235,1.,309,O
11236,11236,QTY,309,O
11237,11237,[QUANTITY],309,Quantity
11238,11238,SET,309,UnitPriceAmount
11239,11239,ELECTRIC,309,GoodsDescription
11240,11240,FURNACE(TUBE,309,GoodsDescription
11241,11241,FURNACE),309,GoodsDescription
11242,11242,AT,309,O
11243,11243,THE,309,O
11244,11244,RATE,309,O
11245,11245,USD,309,UnitPriceAmount
11246,11246,[UNITPRICEAMOUNT],309,UnitPriceAmount
11247,11247,PER,309,UnitPriceAmount
11248,11248,SET,309,UnitPriceAmount
11249,11249,ALL,309,O
11250,11250,DETAIL,309,O
11251,11251,AS,309,O
11252,11252,PER,309,UnitPriceAmount
11253,11253,BENEFICIARY'S,309,O
11254,11254,PROFORMA,309,O
11255,11255,INVOICE,309,O
11256,11256,NO.,309,O
11257,11257,KJZF20190902,309,O
11258,11258,DATED,309,O
11259,11259,02-09-2019.,309,O
11260,11260,CFR,310,Incoterms
11261,11261,KARACHI,310,Incoterms
11262,11262,SEAPORT,310,Incoterms
11263,11263,HEPA,310,GoodsDescription
11264,11264,FILTERS,310,GoodsDescription
11265,11265,AND,310,GoodsDescription
11266,11266,HOUSINGS,310,GoodsDescription
11267,11267,AS,310,O
11268,11268,PER,310,O
11269,11269,BENEFICIARY'S,310,O
11270,11270,PROFORMA,310,O
11271,11271,INVOICE,310,O
11272,11272,NO.,310,O
11273,11273,OF1907-11GETZ,310,O
11274,11274,DATED,310,O
11275,11275,[INCOTERMS],310,O
11276,11276,FOB,311,Incoterms
11277,11277,NINGBO,311,Incoterms
11278,11278,CHINA,311,Incoterms
11279,11279,PLASTIC,311,GoodsDescription
11280,11280,MOULD,311,GoodsDescription
11281,11281,[QUANTITY],311,O
11282,11282,PCS,311,Quantity
11283,11283,AT,311,O
11284,11284,USD,311,UnitPriceAmount
11285,11285,[UNITPRICEAMOUNT],311,UnitPriceAmount
11286,11286,PER,311,UnitPriceAmount
11287,11287,PC,311,UnitPriceAmount
11288,11288,AS,311,GoodsDescription
11289,11289,PER,311,UnitPriceAmount
11290,11290,BENEFICIARY'S,311,O
11291,11291,PERFORMA,311,O
11292,11292,INVOICE,311,O
11293,11293,NO.,311,O
11294,11294,RI-11192019,311,O
11295,11295,DATED,311,O
11296,11296,[DATE],311,O
11297,11297,CFR,312,Incoterms
11298,11298,KEAMARI,312,Incoterms
11299,11299,KARACHI,312,Incoterms
11300,11300,SEAPORT/PORT,312,Incoterms
11301,11301,QASIM,312,Incoterms
11302,11302,PAKISTAN,312,Incoterms
11303,11303,TOTAL,312,O
11304,11304,QTY,312,O
11305,11305,[UNITPRICEAMOUNT],312,Quantity
11306,11306,UNITS,312,Quantity
11307,11307,BROTHER,312,O
11308,11308,INDUSTRIAL,312,GoodsDescription
11309,11309,SEWING,312,GoodsDescription
11310,11310,MACHINES,312,GoodsDescription
11311,11311,COMPLETE,312,GoodsDescription
11312,11312,SET,312,GoodsDescription
11313,11313,WITH,312,GoodsDescription
11314,11314,ALL,312,GoodsDescription
11315,11315,STANDARD,312,GoodsDescription
11316,11316,ACCESSORIES,312,GoodsDescription
